	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
NEK9	24.6251533474257	24.3914752797636	25.1642383738985	24.76131987911	24.3175612066551	23.3683822054383	24.6475564762035	23.0367795201516	24.3215846839414	24.4419589325276	24.5017064893412	25.215488413097	23.7848839231586	24.5142246533086	24.8462029371161	24.9940298916394	24.5843798108069	25.3783743076061	25.0694365703759	24.6801581106635	24.9867602449645	24.6314511180899	24.5773728978618	24.2558731418271	23.7858135857421	25.8699396447728	25.738672123035	25.3512059331024	24.8919688366113	24.8543903587192	24.5529307876773	25.9224238575338	24.524811615302	24.1776009164739	24.2791469550423	22.9791206435247	22.6614561865121	23.5668544843809	24.3660650520225	24.7717734494811	24.8084130375457	24.3945094227707	24.0054634986759	19.4285946841425	24.5176712078307	22.1579380523291	27.350470968708	23.9623230722976
NELFA	22.0725353037793	22.5587043537191	23.3936908849675	22.6175327561506	22.1636752184095	23.5900522984709	22.7133929426853	23.610149810252	22.9103981027455	22.4521362243319	23.1230238274165	23.3461740216668	21.0694000363463	23.7663026902109	23.0277002650259	22.3674160193458	22.1531789818017	22.3767174324829	22.6176484831372	22.9400659140457	22.4053027274507	22.0481902317752	22.4120751918428	22.5793749426117	22.3722032768775	22.549476019514	23.6382812669056	24.6625931631357	22.7606465988052	23.0024604425317	22.7383522460984	22.2674569600947	21.9829560766606	22.6421982922574	23.0156634921325	20.8596717859055	22.5412364087548	21.9681608287207	22.9223312707042	22.7640324688776	22.4807688585754	22.7815763670568	21.9377496852226	18.5868343688001	21.5739673925002	20.332366174539	22.1181911561144	21.8743538204702
NELFB	22.0627394044517	22.2114476573771	22.1179877950615	21.9576728983488	21.6755537782751	22.4478417806983	21.8576295252812	21.7992357140773	21.7517120076059	22.4783355662744	21.9862811238489	21.6770912749615	22.0316054938671	21.4538500900212	21.5615902836233	21.7299612155291	22.2005138060932	21.7128613094179	21.837107185165	21.7398590556294	21.451609170671	22.18067291738	21.9175337587765	21.7692872502021	21.2763032699174	22.138105955555	22.1030950469453	21.5929853515868	21.0157790816021	21.7915776408127	21.9137943224288	22.0816378388282	22.1890306363012	21.7736670237415	21.2764224855888	21.9990834752985	21.176345911421	21.2384168231382	21.0629859020066	21.1380718769445	22.6078847186281	21.6449779329932	22.0709681452983	19.0591689487908	23.0101125979034	20.2611114664695	22.1246977107488	22.7710320692339
NELFCD	22.8293442683288	22.6192686915356	24.5993944114896	22.7231380331437	22.1116372082846	22.4637114261481	22.7123542022559	21.4844108022546	21.8528737838731	23.3593894277453	22.3753038416246	22.0915342793577	23.7161250775098	21.6539518921925	21.7130011281646	22.0949486339236	23.2349550043114	22.1296703336811	22.4704935889665	21.5936707671361	21.474576875722	22.0318733508627	22.6065072025034	22.5853909809322	21.6740542926905	22.6424432879489	21.744570902334	21.0567067509877	21.1539027048168	22.0437030261585	21.5876154006343	21.8619298110512	22.4308263251542	21.9808236046627	21.4509164507843	22.0393202399889	21.0731932159974	21.3178227581888	21.3857312096038	20.9970917175488	25.3458025133264	25.9541204697733	22.0213105819909	17.8541343395777	22.7772039105023	19.7154409211544	22.8165565445575	23.9194317487319
NELFE	22.0687987236234	22.829570347646	23.0004122168212	22.9195321090599	22.3009620785005	23.1046719789142	22.9478308868297	23.2558960429617	22.9160101864545	23.6358675053813	23.0047228340636	22.5838395351106	22.2276966038247	23.5850857661248	23.7488890890159	23.2514129787001	21.6182853684417	22.615093934089	22.8260890626448	22.966856760955	22.9019216413759	22.5755818309225	23.8508893830718	23.0880692140291	22.2674780438594	22.7989324190341	25.1960023834046	22.2265593057436	23.6210699211914	23.4126907774084	23.338152709348	22.8843677865291	22.2373753471214	22.1061072420135	23.2340442404719	21.8588679442746	21.4703094529525	22.5664031813261	22.5136013386699	23.1768308009271	22.4932337437287	22.6485743112372	21.65892001467	17.5217498292537	21.6507620495267	21.7831980154582	23.3524167635949	22.5119673207415
NENF	25.5662954573496	23.2356745747059	22.9757709855228	23.1827662462205	25.4120473724751	23.7920440311457	23.7376342869644	24.4460617438934	25.093989181883	24.8151264318039	24.2773097026814	24.9818728051259	24.2214434425316	26.3731516404444	24.9452295247227	24.3746232027841	24.415166109461	24.3772737917829	24.3803909918969	24.8081395877408	24.5137149680074	25.3322258072513	24.6863540812505	26.1469145205731	25.4962439723193	24.949370366132	22.9956039070408	26.3290069240152	25.3151545729552	24.7372002405478	24.610999263073	24.1721895147786	23.8101293459465	23.6648093911403	24.4615036082106	25.4937669536949	25.5160158752662	25.5978949898948	24.1375565844961	24.1559302173769	24.1027331852452	25.0832231813902	25.4658171268653	24.2002160047323	24.0624720685294	25.9498744169502	23.2916071676214	25.194427918068
NFIC	23.2308318712578	23.3626605922049	23.5555756955057	23.4856889239559	23.935723110183	24.3967063766831	24.1253008714017	25.3573544934213	23.4634408197198	23.7774391697437	23.110833054321	22.9280809988171	22.5357552759057	22.9506894757947	22.5743044945258	22.7606081257897	24.4925666984047	22.0403530836997	23.2749980515678	22.970030690045	22.252997411984	21.74245429871	20.6733679824643	23.3464703228027	22.9298626179827	22.9142614606028	21.2911318509826	21.5696713997261	22.3002249034559	22.9668980097737	23.2896060212221	23.348973297497	23.8115287601361	23.6366912647934	22.2164970011825	22.6902642424379	22.6091729182303	22.9359062351985	21.1678554045288	21.8581209718522	23.308991227649	22.6056397068204	23.42273011776	18.2747917954906	21.6738595971313	24.5158788271578	21.7867175435197	22.6949731866783
NFIX	23.0255507938897	20.814615891838	18.3249694091612	21.0007909855288	22.331749190673	22.6786874141909	21.3864308979765	21.9165123939511	20.8831374582388	21.662361678098	21.5167993036428	20.5195881897555	24.5259098039608	22.785327770208	21.9996934866901	21.9341025638149	21.6057916293876	20.0440959556216	22.5297450742958	21.7914065494403	23.0976809314741	23.8492795747216	20.8424374143061	22.4146480228429	21.2931828018958	22.5084890534024	19.6887733379922	22.1301151422601	24.1857984679969	23.1612723126327	18.5999238135086	20.2611442475822	21.6085334326987	22.2194453644257	21.7051481708898	23.3201016164388	19.6598714461411	22.504266305915	19.6301733221479	22.892230350211	22.9161165141141	22.1353211234906	26.0802753717303	19.0017777833516	24.5416487994103	24.662802890122	24.2298494605131	24.1000283139504
NFKB1	24.3858968018447	25.2921353668402	24.9191244864514	25.1627064933861	24.1713873451122	23.5583130075713	24.8133654172529	23.5874562172588	24.5933162948929	24.6014488692979	24.6330205919629	25.5445238710726	23.9262391832649	25.1147464640786	25.0755625947166	25.5131981290537	24.6866091814043	25.5890366374767	26.2729616273863	24.7258771165093	25.146928248404	23.7137528025805	23.816322409892	25.0255653730918	24.3968670703107	24.6716804246617	23.6262347633141	24.0403443650499	24.3542475409712	24.2181762726376	25.0259472107335	24.9260842353455	24.9456746126302	24.6400712387813	25.4184576557827	22.51885764463	24.1114945451592	24.15287720999	25.5003984548719	24.8122698992789	23.869535958836	24.7312200183637	24.449755863468	21.0479706212413	22.726421045063	23.7392328057961	23.9557229757938	22.8111389913706
NFS1	22.5785894432719	22.471868539208	22.7166196753279	23.05078850388	23.8288626885044	23.5104443861146	23.500339806639	24.0291084501261	23.7742838932298	23.0543171343989	23.7412619332887	23.5137863315172	23.7946221146846	22.7982831716752	23.9926179892237	23.9343271032552	24.052876530793	23.3103863820951	24.0262237863091	23.6557724968803	23.1242553741273	23.5328532714035	23.3666199386966	23.7931142805115	23.9740997155286	22.6925913675702	23.0366341540037	23.7612550093899	23.9378424713194	24.0912912437914	23.6185260635943	22.9349198207619	23.28488736241	25.2513267006555	24.3126174799909	23.8936594568946	24.2228561753654	25.4528608574342	23.6269868095255	23.6921903234335	23.480787353118	23.7945214091658	24.3684888518147	22.7023090246286	22.6752919328139	24.0698985091678	24.1863522050303	24.3403091730105
NFU1	23.8592265502178	21.9288669797182	22.5888546025068	22.0967775541913	23.019135669855	22.9678179273355	23.3028925633429	24.4367852147805	23.7340904093906	22.8598274159367	22.4795674122296	22.6923590560863	23.4241236012339	22.7268553402008	22.7610757945193	22.8241876962416	22.1303411193044	21.5339382704468	22.0430086214007	22.3951022893003	22.191956984804	21.6840972843061	21.9650705603738	23.3512889242393	23.42655366666	21.8906260482409	22.7643975997879	23.8303456748981	22.9829659046062	22.3084808470128	22.2105278384388	21.3621513949866	22.5293046886453	22.4775579341912	23.0851004044505	23.3200006277859	23.4924196761633	24.3443805497176	22.3557993550975	22.4321981825227	22.51092118493	22.4860835687819	23.6699359130163	23.1173868148427	22.4915791463071	23.2503900181413	21.8204766074765	23.2237353461145
NFYC	24.3729846812287	23.1953079674618	23.4149273559694	23.7410315192429	23.1960966435704	24.8429030989292	24.1784786106088	24.9447581386775	23.2385679436965	23.694109104182	24.6315201891204	24.0072313163525	25.7654012483405	24.5523262293384	23.6923210164627	23.7252950187808	24.6116034662285	24.262218862272	24.423686270074	24.4918142730755	23.4220276305667	25.1523361626029	24.1361823274075	23.8039344933182	23.2659384277578	22.7232053563379	22.912273841479	24.0513809821127	23.3919555217478	24.5783018087443	22.6452839890107	23.0821757035854	24.1043092917341	23.9812068405577	23.6597546931374	24.7996142347712	24.12457978918	23.3561633006095	22.6026877574448	21.897102591857	24.8795811839127	23.5183751513892	23.7974845815813	25.0634958632994	24.4761071637027	24.8941390399285	24.5196436133765	24.9777928307281
NGDN	21.4399568092008	21.4251067253406	21.0935444734768	20.8074698500496	21.3031220534696	21.781013705849	21.7332115049549	22.9418213325603	21.7173614386824	22.2314183100263	21.5186026724439	21.0259452952067	22.0111913590385	21.7569314642111	22.4444042330441	21.4521270045547	21.7333258710022	21.197905741523	22.480707869856	21.3696058003356	21.9128099213424	21.6511894104234	22.3894825875025	21.3415281705785	22.1743665059204	21.646118092711	22.6721083980223	21.9212561811907	22.5200627737866	21.9757088088814	20.9409850563575	21.9453031574642	21.8354260817793	23.0626717619245	22.4381382403143	17.030538474805	21.6416871968597	22.8791217583892	21.1117922752398	21.1376823492835	22.3448237048725	21.3272387771879	22.0059025989542	25.689899623103	21.6622891829034	19.1066813217014	21.8488544189308	22.5515404457131
NHLRC2	24.7131000371183	22.2781434491174	21.9364534780665	21.811715441062	23.1733741966764	21.001179328447	21.3995305689477	18.8814138477833	22.1833086560383	22.0038620212269	22.4137660914147	22.1989284982014	19.3502846256236	22.0928774314325	21.7685304602884	20.9095149727261	21.9293304192574	21.7981678671856	21.4220438219013	21.4749946730726	20.7011624912518	20.330156842333	20.6040176318488	21.3451493351311	20.9793966305025	21.5901703790253	21.2966429460388	22.3286588337873	20.5602048415902	20.459753713816	21.4502275518904	20.9131702713117	20.1634579449924	20.3854192936957	21.1671960440431	22.0791819039687	22.3192344958628	18.6557185878898	21.3991338465337	21.6840453882185	20.934185347792	21.0981532316451	21.092128413956	18.1858121889221	22.1981494019407	18.9836619455156	22.093867317725	20.9202418821288
NHP2	24.416251105505	25.6226135198567	23.5236055733996	25.1213588535142	26.7985061606702	27.4995971628254	25.331682464593	27.5161456448059	24.9918607999384	25.5503671054922	25.4151488544801	24.811000004483	26.6408718800032	24.1202823454434	25.3664099149598	25.7319972589549	25.9972831991015	25.1007853547887	26.0938510380599	25.3174686449762	25.3446496037578	26.5899817708487	25.8923894276321	25.8044187178661	26.1795043436843	25.6580510241175	25.1881252684813	25.6764471031204	26.8125998906459	26.9165209423642	23.5683491300722	24.408459681625	26.5069447589298	27.0971540168201	25.8568061170064	26.9055306129072	25.1729718484436	26.9444199793581	24.1047785531672	24.7393128110611	27.0858658560434	25.4525386849074	27.0165555993664	25.4163213624992	26.033381044739	25.6126877319937	24.3363636353819	26.5868306098315
NHP2L1	27.9565381741441	28.2752247567871	27.4622495967288	28.3653884955067	28.9116215870603	29.278353586539	27.9018148260359	30.7116718795237	28.5686336261616	28.4098608112862	28.8647481128489	28.3584284135744	29.0391215542745	29.0843651499358	29.2297596841052	28.2434407861344	28.9567556712291	28.0490913672998	28.8363277490874	29.1602744367393	28.7829525599565	29.6873758888853	29.0694058849753	28.5303909976258	29.0142269756262	29.3183703201585	28.1918019166617	29.1045502053799	29.2564098743086	29.3971485034704	27.6357681127512	28.2428978421508	28.9470181624365	29.6203987894341	29.7315531769747	28.8977481948707	29.280238068152	29.6991307443323	28.1789204947367	28.1706331232618	29.6855157580229	29.1554463385555	29.2438603382428	29.3806742114572	28.0896254326172	29.2074942462279	28.046715595441	28.7390719257305
NIF3L1	23.9179153844811	23.184588743308	23.8527708739288	23.4430428585473	23.1116268489264	22.9467112988873	22.8515309928504	22.4146172837683	23.1100815233549	22.7466047091277	24.2775261069375	23.5188646180612	22.4474479124529	22.8757414684205	23.3119833228331	22.6805529779707	23.2273664283964	23.224892273972	24.5771457415733	25.6707125257379	22.3477969031208	24.617197291086	24.0665290108334	23.7664965570071	22.2792360084426	23.6751532521181	23.1089853103042	24.1734618364727	24.9065977643259	24.1254831162605	23.0244530996571	23.0680228652343	21.8489874151637	23.5710053595817	23.5361878628853	22.360824829851	22.8077454636582	22.267621038358	23.5058292799917	23.6493567076695	22.9776907384592	22.8162587558398	22.3638352385988	18.4991653674174	21.7401225803593	22.0550306150624	23.3434432004405	22.5120971632952
NIFK	22.9865114660832	23.8485025741747	20.7801622566949	23.0861633862826	23.5557893711649	23.8825587180111	22.6910311695515	23.5226647829725	22.8036242427693	22.4850152443138	22.8290458589346	22.1027007389741	23.2190012203203	23.2390120797164	22.7907231776095	22.8439958991531	23.2235721404388	22.1994246389081	22.9763457511534	22.1552686657029	21.8343705919693	21.6546374515711	23.3680770606879	22.6442817925013	24.1666273687352	21.8963968284044	23.0791215229578	21.7370384514196	23.14046492222	23.8747859990052	21.1655982472735	21.8798625104095	23.9683497110808	23.850527523754	23.2570119455228	22.8986903949952	24.132976274318	24.1987404853399	22.3781322743305	22.7998690136933	23.4066328280163	23.250639805701	23.0160776665846	26.028370306646	23.3741478375709	24.1049127178102	21.8527496955412	23.9299634225304
NIP7	22.180420038937	23.2369008654906	21.7924148051841	21.9945770374947	23.3822475846964	23.6358867199199	22.4341448905708	24.5511620776222	23.2043760712274	22.6098372192515	22.8693836122778	22.4790565942909	22.944874735601	23.6515507266586	23.2510006034547	23.574288128851	22.6642392730862	21.9871032097405	22.616407765402	23.322264684278	22.7924643686236	23.2139888134662	22.6494850877715	22.3261963898861	23.3108783782815	22.4778750646347	23.7115701749827	22.6942954649501	24.2647138867336	23.4592465463779	22.8901526183007	22.3829591250682	22.9137684900917	23.2529920917186	23.6403648717879	23.7053877540586	24.6153557881896	24.1779512498007	22.020271769438	22.7021697055243	22.6921669629169	22.3332444561501	21.5496358653227	22.0059489822923	21.8798620220198	22.5775170510707	21.2852656012075	22.3086915894802
NIPBL	20.9628864130797	21.1426558902354	21.6593261876621	20.9713311527938	21.2373784404563	21.3909666745943	21.3260396835648	23.4973310580545	22.0212651490456	21.695312832832	22.3028661236215	22.2845524488782	21.5902706539088	22.2961675896442	22.0305094527635	22.7121335724158	22.2297139537208	21.1299115242459	22.1165572145852	21.1681190109251	21.6687636282256	21.3005423807354	21.1097110975812	22.1149137011479	20.1031325165673	20.8376606456977	21.3650122640265	18.2478372141813	21.2969314911705	21.3894263981649	20.7305247037927	22.4680781324806	21.4552615115547	22.021940413328	21.9216389887256	24.3966695098509	21.6839004537561	21.9601538712437	21.1083298071417	20.7853762202984	22.5649212603105	22.1725715094463	22.0160880259429	18.2166783140483	22.4775705774601	22.752285128324	21.5119274190816	22.2656992772618
NIPSNAP1	23.8992901915033	24.107105660254	22.1873092917762	25.1741037842091	25.8423455953706	26.512606204502	23.5101357059666	27.0340113890912	24.4744093696228	24.3563205549004	25.7312433379389	24.5846988603691	24.475920420794	25.5004221293594	24.7131720273957	25.3793304562096	25.9732190458195	23.6896709083448	24.6808466611124	25.4361303120894	23.0555686632305	25.4874309397502	22.7459292512549	23.5855537449789	24.649050163458	23.9945947880717	23.2639740385469	25.4141795716372	25.0186663151022	24.2121169534658	23.457939678593	23.4404401630893	24.2711714001633	26.9668786546278	26.1171981449365	25.7509561986342	24.9381155227373	25.8052246942209	24.6865020475544	25.040980344111	23.9986860188963	25.5252216610674	25.318604524893	24.2687007383233	22.7094549513821	25.9512738311399	23.1641450607588	24.7470481858883
NIPSNAP3A	24.5716437883592	25.3055380037701	24.7308095027642	25.1861935686518	26.513833575202	25.0827800033778	25.7612016321665	26.7270491652413	25.4567115690633	25.918225487018	24.8222444735259	24.2228709441142	24.8168869667577	23.5880865718099	26.0198786337305	25.4901438623003	24.5585122887238	24.7669168684262	25.6216280972761	24.0758997197376	25.2838111538835	25.5001555100108	23.2147474317422	26.1685116653352	25.3563025533531	24.9372517277885	24.1586036603526	24.5359533924464	26.5203098753618	27.1043021288864	23.6089465685228	25.0477467081437	24.5215511245096	24.0517257741563	24.7334660503686	26.777376012425	25.2547149494604	26.3203822394216	24.2440996132658	24.6108985254716	25.3144960309391	24.7643154426017	27.9938805009158	25.7900082319903	24.3595951122005	26.6301484095806	26.5750945189822	26.2817294625843
NIPSNAP3B	21.7237782045948	24.1859922250898	21.7705291214138	23.495571384986	23.6012054110521	24.697104338097	23.9860375191047	24.8218693750946	23.331592919933	22.7840282184884	23.0480902469927	21.2023436178562	22.2229501371402	22.023209687908	23.3534896591595	21.5266133495158	24.5076140076812	21.7937820742613	24.9853130225416	22.6877529783446	24.0989978515535	23.0829921037535	22.1647251270824	24.3250792229385	21.9641802654133	20.8337365151865	22.0609394978505	22.2913940208811	24.4990219883244	24.069189155765	22.1650973716012	20.9272365479603	22.1041136061945	22.8628584987614	22.3171105533341	24.7474896629439	23.4320861695533	24.5549563178858	23.5270368970928	24.3989810509154	21.8436314476676	22.558665556289	26.9426030515705	20.4102286784641	26.2996448414855	25.5709072836095	24.7251555219511	25.017870898964
NIT1	23.7571414491245	22.4262505220151	24.1701493559739	24.2254596600726	23.8067173196267	23.9598294644011	23.6800563278825	24.098963744006	23.7344655101012	24.0074191862118	24.1660923419792	24.0805346513801	23.213028462851	24.1826789059619	24.8665737910934	23.4311006460428	23.4586448704013	24.1935032974744	24.1317569285501	24.0532926884469	23.4837172705152	24.053478630809	23.9411155309289	23.7562101413656	23.2904930973537	24.7044296020899	24.5314826206207	24.8760110405344	23.4122109601219	24.1243578141286	24.4344710978699	24.3502902175763	23.4859557702587	23.2177470518697	24.0525572719203	23.2915074007284	23.987538187246	23.2570790052012	24.2946372205481	24.4007267119149	23.698273630532	24.3933696936884	24.5969107576387	23.2808008821242	23.3838716021465	23.1874308065569	23.3233031776697	24.1476949581014
NIT2	25.2429153639344	25.8908538088091	25.3400163376804	25.4606230193297	25.8202146534434	25.9094586887576	24.8940409239394	24.4578774162783	25.8523418301262	25.8618593917705	25.0163158104263	25.3906748719122	23.6711851269861	25.760020675017	24.624446282381	24.99828584201	25.3709082931988	25.2175282374974	25.2007939538488	24.7220684016014	24.4444367521439	25.9093471044581	26.368709622332	25.1601832473571	24.9246481971191	25.2744095588443	24.1654708887472	25.304159647819	25.4633626345058	24.6085551237517	25.3848176021546	24.2156002085589	24.4964482307982	24.8220095103878	23.7308074239012	23.4971347249063	23.770369302741	24.1434852652738	25.0761018433464	25.394166517071	24.1988743827701	25.0278813996217	24.4692178195696	17.3094685507508	23.7932796008499	23.8384036629068	23.7081420798268	25.2057819280398
NLN	22.8609248627739	22.0258449403668	22.7629446130909	22.5272200465909	21.6169947865654	23.2026021182897	22.5674643392994	22.6623713031401	22.4371508484827	22.1669154147481	22.1767601500974	22.7826140578443	23.9864139934204	23.2822496500918	22.3097430779275	21.6397783485231	22.919754991778	22.7232527813045	22.7872372851937	22.269587820743	22.3915971245622	23.5095248925923	23.4823673618271	22.9751350462283	22.0570465451953	22.9492900961956	22.6070284247278	20.3623521758126	23.5821892898394	22.7343499961328	22.0864272110216	23.1373155080482	23.4028276820027	22.3265943251126	24.0374089739909	22.5438451227381	24.2005376830828	22.2320008977984	21.1178804483124	21.6874212946142	21.4093513864592	24.2936361855117	22.711207350544	22.8904076040597	23.3468664743477	21.7325161386718	22.2129762203008	25.0937278042139
NLRX1	23.848824718973	23.2871787876656	21.7180150219255	24.2203092387766	22.6897395381192	22.4681260729732	21.656719813887	23.5866338810855	22.6676069543143	23.1114911388694	23.9573776504138	22.7073919384124	24.188679838153	23.7511255383807	23.3307960661663	23.9584489643389	23.6644741718849	21.4515748105625	23.6647998246656	23.5024140140338	23.4461783455512	23.0049134481406	22.3313419773547	24.6045436793091	22.1264690305629	22.6107905587518	21.5589249044724	23.9518638781921	22.7909287677135	23.1620513679548	20.6273143005675	21.6032257363191	22.4946367268127	24.33482582203	22.0854425836681	22.3150769701044	22.5397360059123	22.7594069238962	21.0476356267715	20.169706111599	23.8923449674324	24.5171385012462	24.8822037019745	23.365544788826	20.418815900211	25.4701927428051	23.1050089910328	23.2239084695194
NME1	27.2140407444001	27.8916265723652	26.5624695536272	26.7149453687298	27.0524493417675	27.5091622309465	26.4856365199985	26.3180306941988	27.8014949651193	27.5459894477522	25.8221475524653	27.1490748685988	23.8756438681809	27.8082436784679	27.3263399819083	26.8416028688034	26.8427313469633	26.9777748838364	28.3268977031991	26.2819102798105	26.5532673742626	26.4494488469157	27.8045374348263	26.4996246041697	26.4930308299703	26.539234728142	28.4631151460513	26.7119126148176	27.8140755071798	26.507401482669	27.8559378029413	27.2233452567546	27.1565759088917	26.9582513382833	26.7466892721275	25.4115477633146	26.9386574550868	26.7819292369028	28.4076453665193	28.776521759584	26.8946654822744	28.2472698103159	26.1029833916739	27.9177381591446	26.4208023710193	24.7143215300321	24.6943107019769	27.2103201256525
NME2	29.6449674613476	30.6795048963294	30.3486495650354	30.2135241237367	29.9621632619348	30.025510921265	29.8805576363176	29.287933851472	31.017695019773	30.5347919100611	29.3306231954527	30.8937196897798	27.5123751003034	31.612803624697	30.7377799564456	30.3769126395514	30.5601525127227	30.6844191176404	31.4237435971201	29.7645616815661	29.5547655529312	29.7150467797695	30.7358484997557	30.1457189271075	29.6658634716949	30.1832082893698	30.7904707860134	29.1162504621615	29.8604662879288	29.3786242991454	31.5796346921286	30.6909637761841	29.7414237597516	29.7258453699726	29.73350081528	29.1475075603494	29.964378483492	29.6148052191923	31.3397499137212	31.3849143935112	29.5938757690256	31.0588516138019	29.5932377962949	28.6193496114297	29.7190917734997	27.1872595265703	29.0336344190123	28.4340140593345
NMI	21.1669123457621	22.1607224997395	23.83729075614	22.4472803143753	22.2699441351214	20.6232509355358	22.1298083716953	21.6688593632322	23.5178015688605	22.4580079931483	22.3534902926063	23.2903128696835	23.8136945431251	21.7315111775907	22.6209323982473	22.386228762679	22.6122012629613	23.2202467959403	22.2698868435309	23.1748789589008	21.7616154810572	21.981003923721	22.0028547434947	22.9229671935498	22.3594354257656	23.5324562856237	21.9265091739405	23.2814867735423	21.3181968160732	21.5276077291813	22.7849657228695	23.5290360655503	21.8464626988421	22.0045992189366	21.6612181068947	20.784391958672	21.1660594957795	21.5568340456128	23.8503304288056	23.0062609662428	24.3683477692233	22.6405384998595	20.8749739564015	18.6241686578212	23.6495294669758	20.7544266087509	21.7233543773239	23.417070908544
NMNAT1	19.9937127385115	23.0098206660547	23.2701961894674	22.7733438205666	22.3921548320351	23.5202547123926	22.2817097325505	23.4552620706622	21.3279491932456	22.405883421321	21.7691699471455	22.4947531163357	22.8323878032629	20.8997830595677	21.7683429099331	22.435237113218	21.9615602264708	22.5979835709041	22.5753630914887	22.0737563958927	23.388340701362	23.20918463898	23.4189320608792	21.247940543276	22.9573892393629	22.7693860245967	23.1990816156077	22.0757255392186	22.6386955869989	22.8292937567738	23.3116359744964	23.6689197767149	20.8883977760886	22.6077755885818	22.3739527379451	21.8899868763065	20.1186340421933	22.6358112397432	22.0848179455673	22.4387768719092	22.2900012933187	22.0300476663569	23.102394110881	18.111776886725	23.1624756211717	23.653666562921	23.3370520614094	22.2500171821673
NMT1	25.347481900498	25.382029694838	25.0913101395815	25.0406833468277	24.7635270976947	24.1617346353735	25.4477472806325	23.4879391133383	24.494563819344	24.673396070987	24.1742868498115	24.5594084163023	22.279431647991	24.7631472556635	24.4259602986555	24.9116231509038	25.3946406266214	25.473000675338	24.972660587033	25.1007614228843	24.6563542267001	24.7503291894592	25.3743753462505	24.976528168652	24.060805687486	24.4913435445506	25.1018953858874	23.6276903025044	23.8811157023116	24.5615954001708	25.2384850441573	25.0779423153495	24.8921506266132	24.6400568118309	24.0444637527409	23.1974004032112	23.9050160309071	23.4536317775719	24.9490436910954	25.4579047839775	24.002307183449	24.5683397482474	24.2503609818668	23.7717211506379	25.0556954694294	21.4178499233035	23.4623934065618	24.2511794733844
NNT	27.0142563351378	27.039671869869	25.9498723853649	26.5112224020058	27.5223928243867	27.2429272881009	27.3891964241072	27.2435051359787	26.0296923315027	27.5731986762234	27.2398262613452	26.1968961416121	27.3707024472881	24.8700653851438	26.9003409902346	27.8638100130749	27.6372090790304	26.2682286088264	27.4159512004809	26.3753247837081	26.870198620845	27.3618668985756	27.2630218512286	26.9054835730725	26.7638102621947	26.2880038137216	25.6135471821387	27.2531829402583	27.0274171822343	27.2165726569683	27.0206173742666	26.9555377763144	27.4364443198737	28.7746765295145	27.31413008561	27.6811090399387	26.4246540659189	28.2301353728479	26.0384515703714	26.6445791629103	27.554482059225	26.6106044211794	28.7277938951664	28.4429657157306	26.9053026466011	28.4368209823354	27.0674430555864	26.1009453470106
NO66	21.0311835963153	23.0603294194362	20.4613122257081	22.2663807831982	22.0078930078943	22.461273271529	21.8052164144457	22.6740138521201	22.1637601382342	22.1980199198297	23.5504510871807	21.6354839499823	22.3063379105036	23.4374692095411	23.6479148631041	22.0357692833463	23.5832360141324	21.5354675271902	23.4488860848461	22.291675481819	21.6463441472902	21.243050983356	22.329697305008	22.7021627175417	21.8509287047035	22.7569355663939	23.6187327491015	22.407862791532	21.9707277830673	23.9119065424073	21.3690759558404	22.6909600893476	23.930464539307	23.9616438958032	23.4101251702124	22.8811327963475	22.3129299185341	22.1930914125456	22.7726660871623	21.4857758087492	22.8267704102318	23.3222551875308	21.513799320507	20.5276396800762	22.0735438312591	22.7460959665986	22.9159726598251	23.5182326848111
NOB1	21.6206832169729	22.0538476511104	19.8930490760525	20.7968804684495	21.1737411622027	21.6197636811289	20.1744805019273	19.6060939937708	21.2685245845114	20.4211245727188	19.9576931999044	20.460437693079	19.2921007346246	21.9629050351988	21.2081588525063	21.449559007382	21.4527938203013	20.413844267651	21.677025743428	19.9097426884601	21.0599318940201	22.5433664506594	22.9360476037433	20.3574370292873	20.8164586525845	20.9263575368115	23.5620204070442	21.000052116732	21.7777384674476	20.8338733918194	21.4536755930382	20.3847543586855	22.0922690799088	21.07924019276	20.4680083194267	18.4959081720578	21.9875733329128	21.2582538799505	21.9895135111662	22.2889962727641	20.6341047792871	23.0974255923586	19.7660896940736	19.3653409812877	22.582569922536	17.9408202296943	19.963203982843	19.4010407232216
