	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
ACAP2	23.2620229380418	25.2986419214746	25.0412053408114	25.8118615539845	24.7401265841315	24.2506046498923	26.010037672819	22.795315651158	24.7213554797717	24.2081846281019	25.1631677386384	25.0268127556496	22.9644521073059	25.0302045346825	24.3362679479635	25.2799431948428	26.100926410839	25.0148584381533	24.028128143763	24.8920900121701	25.2143742415656	24.1051559671737	24.1312050295165	25.6703923485675	23.7623265104765	24.6655778246387	24.5091641283382	24.4227883934391	24.1252918379821	23.9975737739352	25.6410546683669	27.0083404148109	24.328388685485	23.9888098434232	24.4529195727173	21.5658710084205	24.0457509321458	23.3176289160673	25.1736568820114	25.6331056697431	24.170539852167	25.0588127812984	24.1095395189256	18.2636283345171	25.0885023546592	20.8318704785458	24.3392634524141	24.2014642022753
ACAT1	26.91130561702	27.572516856271	28.3397111475479	27.8811623319828	27.1701155493024	25.5405904207031	27.8040578100653	26.4303877839833	28.3324355940672	28.534581797571	27.6365962514905	27.2271246703109	29.580348598864	26.9246939545762	27.7155791039402	28.5724906710604	27.0651516414171	28.3751981543423	27.8313175297033	27.0610377366426	28.6570052828868	28.0449830004365	29.7708297869051	28.0027685672719	28.4706916189713	27.7491220702827	29.1809280636456	28.0903644455358	28.5471521383067	28.0006918386419	28.0065407382597	29.0365099571934	28.4152840512161	27.5360362752089	28.0646488997812	27.8063493964383	27.8060922753717	29.2896650378272	28.0551516871789	28.4252255171275	28.5576889098079	28.8852439843474	30.0821815726026	28.5112196181151	28.6147520005504	29.2457689456627	29.3438859875555	29.0807453922642
ACAT2	24.9752521529982	25.3561910266557	24.3688373170052	24.5002930653619	23.9864626947711	24.9706681717503	24.4593713350699	23.3171528743979	23.9519373605648	25.0351662794403	24.3873151995491	24.0717486385811	22.7428108681741	24.1787114945994	24.0799298930983	24.6880919812685	24.7904255165467	24.1701172108616	25.5475457069265	24.3063413986188	23.5331007217648	23.7008118280637	23.1473014385806	23.4121850819152	23.2642937554112	24.3894027129614	25.2123625451683	24.4581777027921	23.5480984060232	23.1821625368248	24.4349904680846	24.8288754434904	24.6521005987597	23.5278832048096	24.8870697913721	22.6559281004648	23.0194609609087	22.6678246427006	25.1910846381053	25.1982196766175	24.4744435625303	24.1359784714434	24.3226255764649	20.1264203099728	23.9970025675739	21.4384083276362	24.3564892312023	24.9406867142764
ACBD3	24.3523685690944	23.885349005519	24.8458500053247	24.4674284723305	24.1039269250003	24.3774463978872	23.8470194249646	23.3024950927825	23.9378133761145	23.7402897724408	23.9361700333128	24.196368636213	23.6912530150049	22.9492900616051	23.7778151245858	23.843639292985	23.3541793224905	24.5487669512933	23.3935298761272	23.4003144859901	23.7383529452321	23.8755654783666	25.077555268538	24.5291340095219	23.760018198411	23.5228623636018	24.446176062853	24.4744513028533	23.0424915019933	23.6776705755685	23.9961226366462	24.6010306156828	23.470865180131	23.2589215683366	23.2283600220108	23.4162428139636	23.2482291135424	23.2620274491915	23.2720261216652	24.0279920211508	23.1164491474919	22.5153414242112	23.7648075389052	23.0997715083935	23.7326575552318	23.8426740402278	23.8547054690307	23.9313772636705
ACIN1	26.9858352428323	27.9784046790746	27.0929052393109	27.2652036842752	28.1335328706576	28.7338516242067	27.5962087355244	29.3447904630335	27.6734990610916	27.1549325299689	27.1372650708884	27.4050522497038	27.7055086854272	27.1822727271766	26.9634877521743	27.5997679666914	27.3106406295748	27.2372724408411	27.413729450118	27.4045578528287	27.9852576179481	27.6652800926249	28.0500408499344	27.6727376497181	28.0005605859968	27.6397369322826	28.1222351617901	27.1401333568542	28.2866158408726	27.9524192625737	27.2844718702948	27.0651248916203	27.6642458668301	27.9251022738358	28.5868612237318	26.9872304330727	27.9040079877968	28.7176653080155	27.1433107135354	27.7136594690603	27.9826162395592	27.3825761106087	26.6983259272471	27.4288376636881	26.602077002907	28.1223423173225	28.0212953088205	27.765166211428
ACLY	27.0581719721825	26.8828076380732	26.8787227335405	26.9482291568415	27.1383185506012	27.7551850162693	26.9305925245094	25.7100645770178	27.1328779484193	27.0189008145635	26.5827219510715	27.3836859361482	25.7644634965639	26.7930913129464	27.0382337822428	27.0560017788299	27.677099596911	27.0439368784116	27.3188001164275	27.2333099514751	27.5189352998816	27.1928263206346	26.8685457461984	27.2641808410888	26.5654252671221	26.8294616895177	28.0660998977491	28.174170600461	27.6641217846298	26.9702757595878	27.5921121608139	28.2072921285417	27.1657803032526	27.6385109039633	26.5835348899534	26.0681327033736	26.1231740832243	26.0355509574989	27.2105547293913	27.2231143012572	26.3351594915168	27.5638651694468	26.8728920271947	25.5618748651745	26.7215032983918	23.9224839298898	26.3982778147709	27.0944140060675
ACO1	25.633135518594	23.4020028859699	23.2790399100681	24.1160456681716	24.0704275461508	24.4742945159821	23.8929115542153	23.5645173661087	23.6416857920217	23.2285802683879	24.3618083512262	23.9355726536715	21.6517438896011	26.0138195866102	24.3023213336513	24.5991931128489	24.055487808817	23.0956123713579	23.7798547541765	24.8881370277581	23.5428966210924	24.4882203544305	24.0242147652841	24.6799677760468	23.4712483590267	24.6326410968552	23.9942806951953	25.1995786843049	23.7763327614918	24.242572245779	22.9225699758695	23.2634647624235	24.2885558754061	24.315032046069	24.2847013309497	22.8378375181705	23.1634707798902	21.7819521797931	23.0750982485839	23.9897750295177	23.664716543881	25.2811465140498	22.7817262841426	17.1118056668153	21.2093839287172	20.7832660826183	22.1481847860144	23.5215653103556
ACO2	28.0496929929343	26.9749237164339	27.6025949703065	27.2107563734321	27.2528829637982	27.2459280937859	27.8905906586178	27.7707957464732	27.060079556656	27.1616987697106	28.0055510812474	27.0072435191291	29.1234903602657	27.2335028280785	27.4509166986891	27.8808626684582	27.3664873546076	27.0243306528059	27.5513625570188	28.4580714794874	27.9657668079457	28.3846944017146	27.962844361663	27.4482687283062	27.453606042095	27.6587949337727	28.3962606578565	28.0526812510677	27.7454465040847	27.7800604860387	27.6909656250156	28.1108335381078	28.3531616027554	29.0124470992034	28.9300928009097	28.2658189130606	27.4970814245637	28.5068154277896	28.113797240591	27.9010078470701	28.3509795643493	28.3057422403231	27.4559716549204	29.309534918991	28.0809548354215	28.308478831498	27.8036359080016	28.9338069023497
ACOT1	23.8490699771299	23.2072679093508	23.1219592740161	23.6019701442516	24.2664898022076	23.5798380175814	23.1468218138196	24.4739057581826	22.6702038053879	23.8519976494569	24.8539981913759	23.6868953094735	25.9537739398294	24.0681144927649	24.4762237938801	25.265415255781	24.6391012337078	22.8028751206111	25.1521895579213	25.2149795892715	23.7191073933866	25.7058405419903	24.7868522177989	23.9816889493061	24.0894143301468	25.4185636473299	21.9589842393109	25.6147141823207	24.0619430987366	25.3405930144492	22.9917327761297	23.6640434674767	23.8762624866208	26.4611563349946	25.1779603924665	25.5875132774519	25.2503003026353	23.9751371809525	23.6718546252972	22.5246172268421	23.7306188533488	25.6984460546269	25.6355213445251	19.4481453194357	23.9991521831848	24.5639782798211	24.786296937784	25.2556847495041
ACOT13	24.9890587445396	23.628982096753	24.1415695672139	23.9425615895047	24.9469946260445	25.3882562513356	25.1066941729664	25.5380664742431	24.6127205431928	24.915581287501	24.6268025763367	24.221558091627	25.294245901887	23.904685998533	24.9070125330896	23.8989810747535	25.3221884816679	24.0867438644486	25.6118610518493	23.8741099643685	23.5976180439933	25.6886147632021	24.7455190048774	24.635835734746	25.0907312502262	25.7150663321334	24.1112399821602	25.9793697808558	23.6468508815721	25.5717848947517	23.5029084830175	23.6711271001274	24.0233163921386	25.6319673602437	24.6029021491682	24.6982360542479	24.8095569676437	25.1359296108517	23.6749275657343	23.0612420742511	25.2763078932068	24.3350271062348	25.5585102832424	24.5027058739555	25.9516379437223	26.3025556466459	25.1181745049901	25.847521536128
ACOT7	23.5881585789852	22.0994223874521	22.9779783089354	21.1852106926056	21.8525003250401	22.2146012734378	23.0597263142011	22.9262257991683	22.122859733825	23.2281041790244	21.8515766878811	23.2466569177462	20.1715960202011	23.0012126561266	22.1808094221233	22.3521378788628	27.1313136359923	20.7472655185509	24.2287493161491	21.3564195676619	21.6104498946729	19.8603539477515	22.7038025560609	23.2001666187062	23.0318900112744	22.4649917979196	24.0874499409359	22.7043366224347	24.4300755923203	21.8498192396134	21.3947559275683	26.9477327961432	22.7309068936591	21.7650541343474	22.2479910339251	21.2211967362018	22.0265982337689	20.8480956798258	23.1988959100426	22.6318094683801	22.0315569036938	22.7356553839053	22.7689007252291	21.0977795448837	21.7862022599653	21.0083293699482	23.302990031494	24.2427541343456
ACOT8	21.7187287719517	21.7478231790371	22.8153144430751	21.5251240711894	21.8049923773437	21.2272496413543	22.2063433436145	22.6646219074039	23.1143519006759	22.4025507957765	21.806766579911	20.9335839586889	22.0421083137648	22.6278287525942	23.1441401817761	20.9254567529279	20.8266064647539	23.3922737526159	23.0518852634943	21.9734025288485	22.7635239061034	21.8665837800281	23.3272199371299	21.196883565779	22.5779604436091	22.5509764223566	20.1456175615666	23.7257214305328	21.5880962043227	22.3141794924243	23.2952613857823	22.0765306983834	22.7791217619256	23.4016041078806	23.8034326922595	23.4422834594517	23.3047683321949	23.3583994779229	22.0230417439165	22.8154068392836	22.5100988487567	22.5172746355659	23.8199184894671	18.9691638319757	22.5211976754965	23.6102991499919	23.9580168609088	22.2274534317278
ACOT9	23.8979773390161	22.7621387814349	23.9583761509218	23.4625048146489	23.460210824706	21.5574825362137	22.8324729913603	24.3038264398122	23.6690248630465	23.3455395553528	24.220207832963	23.8611872973633	21.2292795007776	22.8842389422114	24.14102802808	23.2644837957705	22.3739690308593	23.6502853337285	21.6167932254709	23.7148220049039	22.8101518098249	24.7804670888634	22.7701953818427	20.373090270481	23.1135609775391	22.7133228953078	22.2002605579491	24.3828978755585	23.4880822923222	23.2581060037772	24.2050681594181	23.951543735225	21.8828186138725	22.83458167596	23.9687078361438	24.9515877303784	23.8683427229677	24.9613058031025	23.8048566811167	24.30775944348	23.6537232076694	22.8631751985695	22.287559951787	22.1416488778383	23.5810591603352	23.8761157112756	24.3003395402109	22.8651823476023
ACOX1	23.8866666098955	22.4063269035004	23.6869907867802	22.7335975721901	23.4215610245606	23.4560403561227	21.7950021335562	25.5777405878675	23.2348313635406	22.365588948829	23.6015946263802	22.7367075016432	25.2311712746993	23.6539023195752	22.6791884239984	23.5625590181686	23.6162304497176	22.34591589336	24.1244713185936	23.1851942284432	23.5859899219638	23.4865716144917	23.7866173190001	24.0505487836078	22.9566101840408	22.71622271234	22.9837305268543	23.5502320057591	23.9814839963063	23.193920501408	22.2082916611254	23.8136076623656	24.8942858152737	23.7316350254343	24.5110746098156	24.0871969966298	24.4931450912759	24.1394745730601	22.8788628691222	22.3530086517283	22.8783179040428	23.9920696411147	24.65093968692	20.0905885853475	24.0830593267629	26.3394165049407	23.3088329464096	24.0796863138739
ACP1	27.9046155796225	26.6902078501145	26.887277915133	27.2044662230538	26.3838756059187	27.1946402850823	26.2780759844658	26.4560389018103	27.1222020051167	27.1254438433331	27.2334639762149	27.4197821660713	25.0303336980572	27.5242924405201	27.442375944047	27.7202762834568	27.5752597539746	26.9674451873437	26.9848450683625	27.0863426076598	26.0779714930417	26.662073242042	26.5666618088923	26.9470764711014	26.6764550774689	27.448377862059	26.5112497443814	28.0326277899994	26.6743031440263	26.7804892269588	27.1355568881742	27.803135539787	26.8880903617822	27.1505481602834	26.974389830431	26.9045928611306	26.1556202946939	25.5323966350384	26.1641247353833	25.5811253674198	27.3137251108014	26.9396687330557	26.7366871883844	26.8295854245541	26.4432218519548	24.8719648171501	26.8844660435504	26.7081612627703
ACP2	23.7327310490326	21.559407206697	23.7724993218537	23.0158752838904	25.5162676622289	24.8079465980885	23.4407709284007	25.158594397638	24.2460451716005	20.795099981218	24.2278973975309	24.3885500426099	23.8564993049883	24.3054955347927	21.5218007543956	22.4328855203014	22.3100287866471	25.1925984671908	20.4709182622946	23.3059045225143	23.0863846293039	24.1124560040806	22.0474340202581	22.7012682466164	25.0651378402008	24.0581887854741	22.8715754143756	25.034491090776	20.9178200883257	22.6269413503387	21.7261141245596	18.090508569915	20.756665291905	24.3752934179269	23.4521075959023	24.4490537667856	24.923428887221	22.0465135963913	21.3564733541746	21.6681180349671	20.9236825278944	22.5660233009976	21.701998888591	17.8535758231343	22.6059415821984	23.1647660674646	22.5955068103925	23.2076204425077
ACPP	21.5875733657845	24.0027555279465	24.0358777285184	23.1930238079612	22.8177498690973	22.7604016613069	23.0016722657557	23.0992049345708	24.2774526426406	23.9575019377971	22.2725262469116	23.6322315943742	24.365236857257	22.7001654819443	21.3051223862045	22.1008492566408	22.9809396884621	23.0367792675905	20.7012300986221	23.4391662634413	23.587692302112	23.5727293623336	26.1504587165463	25.0969354967645	23.7283654692139	22.6806169987308	24.5141125723284	20.386257511586	22.5288343596352	23.5606824347028	22.8695797870177	19.581317490415	23.057273365809	19.9740925105879	20.9537925935948	21.9632902113341	23.379961597726	22.8298825766436	22.6857292839984	23.303138751757	21.1318922761955	23.237266022672	23.8699944343364	19.9589164499953	24.1741366646942	25.8023732759697	23.9094413188821	23.7393689806786
ACSF2	19.7786501887662	20.5443558298283	21.384146535563	20.8340587196532	19.4707406550861	21.0463933910285	20.4067976843616	21.4027254090395	20.0224111698941	20.0780661189458	22.4759895285282	20.316976098213	22.0207564271596	20.7951011074008	23.3046111511742	23.8587298831127	21.6773925842669	21.9646693018546	21.4970351101267	20.6009090286492	21.5094468148602	21.89170110069	20.8216481787669	20.7327397172242	20.4858362300639	20.7493100013936	22.0024093600416	21.8575900490362	20.7058304790175	20.8427459663208	20.6461126169503	21.12869448347	23.1097297574957	26.4801277747823	24.4505968337015	26.8151169146947	21.4833369891717	22.9298324890764	20.9547549200391	21.3609538338114	22.791741774639	21.7772442143419	22.8279213793519	21.2821488802784	20.2679388528348	22.5947139759581	21.7516456270757	22.7848386607752
ACSF3	23.2496013337398	24.3593753151039	23.8162706893943	24.0674124183432	25.4591946464113	25.2897057530925	25.0312123684271	25.7540812027153	24.4664168390963	24.7196777278987	25.3783168500862	24.2610302279457	24.4391605511521	23.7048583084194	24.8906667982763	25.1002699544505	24.8852971424355	24.2429011756745	25.5355136302855	25.230488560961	24.8805923169055	25.4711861935898	23.7531900749028	25.0460660696228	24.5621710680957	22.7349200400699	23.4528228193993	22.9743947071387	25.0596388542634	25.4852376192487	23.004515054192	24.4589972889073	25.295643575649	26.5069041947412	24.1559552255008	25.1887667951006	24.3641825815709	25.9000530392586	24.2217811209832	24.6402717965041	25.0867954726356	25.3803173711605	26.0130602097753	25.7007919706617	23.8661357004148	25.4124272333679	24.1445429027453	24.6504741798512
ACSL1	22.7980089320407	22.5402234302453	28.0020339462775	23.3220007446167	25.3527958871458	23.6419893199429	24.883653519645	25.7153881217187	27.1634198024349	23.9131102113889	23.5576501354347	26.8433245085833	25.4603289549941	23.6587353479622	23.0180053543512	22.6534158842516	23.4945968308202	27.6679601913977	24.4138903707463	22.774632073707	26.1187997626989	24.934748896536	25.0157213590855	25.9503617482024	26.8035709375216	23.6491414605308	22.2876590235262	24.121784500108	24.3892328957127	23.9350906517143	26.5595464661489	23.483403621407	25.8751597466237	22.5595895742161	23.2210167042527	26.2913176261991	23.443541168178	26.5508816261044	25.1719112210119	26.5859191825478	23.3889886676663	24.9508703383391	24.8529314195948	23.0357735563796	27.7690153136805	27.3290764490897	26.3141975477878	26.5148834081424
ACSL3	24.8197296275904	23.4033013115068	23.9279352855591	23.169940687307	23.8787366560679	23.6633123526472	23.777914332506	24.0718987850389	24.8028388956812	23.6369639536124	23.3096220040051	23.784753314097	24.8151990135598	23.0546356534908	22.7207236142256	23.9054443485366	22.8455427588747	25.1527512301615	23.4794279388618	23.72597403757	24.6647218579373	24.4771837373677	24.2367814526087	24.7788212402485	24.4608361684237	23.9074271537012	24.2620881756355	23.5477361433383	24.0991357768907	23.0261206412022	24.2132193863991	24.6556943307821	23.3431145342603	22.9023883428817	24.442993830836	24.0859418519442	22.8468713531671	24.2565348486779	23.9425619227696	23.060708277086	23.8336128523178	23.1439380804769	24.3098288714522	24.7548456862517	25.5919740700286	26.1916845327536	24.137863224706	24.4388308173528
