	Group_control_4	Group_control_7	IDH1_13	IDH1_24	IDH1_31	Group_control_41	IDH1_46	Group_control_56	IDH1_58	IDH1_64	IDH1_68	Group_control_72	Group_control_75	IDH1_81	IDH1_82	Group_control_107	Group_control_110	IDH1_112	IDH1_115	Group_control_123	Group_control_126	IDH1_133	Group_control_141	Group_control_148	Group_control_151	IDH1_158	IDH1_160	Group_control_176
CD44	28.7529297151295	26.2551599483149	27.6800475865553	26.6736045894524	29.0308187926366	26.9046667409128	26.9137586190786	26.0825900875902	27.7877892736526	29.0356732159128	26.3390019065162	26.3524388069008	27.4897230850077	28.1831089023834	27.6467416688874	26.9670187761206	27.254255428307	28.6823719619575	26.8031551952533	28.3975586526147	28.5698207862939	27.2526378122261	27.0228217404969	27.9229930626469	30.1035804665146	28.8572631007448	29.0907431162606	27.2191629153792
CD46	25.1228060262943	25.7908285494048	23.1041363097645	24.6160184951863	24.5741606879257	24.2325214131287	25.3304296656037	24.0628747381473	24.1904003352951	23.7577609591759	24.6965513102658	22.7944787240109	25.9640153714659	24.6898825459781	23.5045622291895	22.9098573551833	23.6651331325339	24.2604539538312	24.2919280723299	23.7984632665168	23.4519322634924	23.5899236424173	21.0146316810125	24.3761417315718	23.2815661344647	18.6542627780904	24.1554709317349	24.9615760075945
CD47	24.7440120163585	25.845030602091	25.1787317785628	25.0542659677571	26.8753602667964	27.1472559120383	26.1497794601758	25.8795163336347	25.551482117721	24.4942712045001	25.9994059208414	21.9003828993704	26.367306343196	25.7893604366396	25.2415959123206	25.1830542233096	25.065845747733	26.5662990107336	25.2561388759577	26.65404726875	26.4326556335722	26.3146984852929	25.2208812074762	26.3345136878761	22.5159855840665	24.3847497775346	24.4132228277401	25.8924317018769
CD53	27.1910680638631	23.001695080755	22.1766709488282	24.5235994508669	17.9701407289277	25.8375773539193	24.717673800887	25.6131226943345	24.4923708343036	22.7398819000272	22.4503616933042	25.2132435217636	24.0045902477818	27.6723660040079	26.7119185632426	27.6676636227284	25.4022389504171	27.1504750866903	25.6541351568877	26.5781470826488	26.1299782139937	24.3580721899882	24.9955899498909	25.8586840094901	29.5036501607113	26.6802795648946	28.7986262243814	27.1563768271997
CD58	24.0639544279843	23.9621981581276	19.9679048412273	21.635352832909	22.9603187343361	23.4009375646099	22.1203033570722	23.0313910647629	22.2174283051771	20.5749015869181	21.6592021598311	21.3506006731885	24.692726928385	23.7162797976342	22.699451834671	25.1178732613622	23.5517084484192	22.9360743332456	23.0288629909821	23.8373727517696	22.6434892434294	23.0121964132934	21.0796539465053	24.1346201547766	21.3440699754021	22.0648817248347	23.5708620472659	24.3313779598334
CD63	29.4013778551578	30.5460956736789	24.7358099740595	26.2723910985812	24.7429848616105	28.8902767795891	27.7726671116718	30.6504078452016	22.9737034725614	18.6564708989505	24.5356475323554	26.7306413118698	27.3782027583469	24.7243773844058	24.9785926063666	29.0960471288117	28.8810816372646	24.3479822619619	28.0750495702514	32.4988665418042	27.0936407935059	27.2615536675788	28.7758981924827	30.6849750106272	30.243738289737	27.9844614549078	29.0705598126386	30.5159230611162
CD74	27.8609835060999	26.5232992486146	27.4633547914138	27.5058809315908	28.229127585365	26.9151695608105	26.6557181840652	25.4417738043281	24.5383206713559	24.1399020216066	25.575498836977	26.4945875492795	27.2338178386548	26.6730544300353	27.5368515876229	26.7091081836609	27.3873584727794	29.750413527678	24.8144289352887	26.2738105637733	27.3252654823206	25.6120915734296	21.9636076250083	26.9092401113151	25.1448789145248	26.521871649405	28.3721655702946	25.9730639277122
CD82	23.9321930898999	24.5787338838515	25.9777107191576	23.521128374755	23.4195141389006	24.5303369504194	24.4604989828981	22.7558218850027	26.0175591776306	25.7131321097951	23.4697844361467	21.4268615330499	25.6845941959466	24.603046731467	23.3132897206684	23.388298311593	23.1440893915664	25.4800794874979	23.0137002661023	24.6908278571083	24.0140783861748	25.146894557495	23.8001584120599	25.2036860339761	23.750211191547	24.2262264464417	23.4856853320518	23.6129158294707
CD84	22.4876946802099	25.649559851001	23.4649687664413	22.8562046573598	22.299809663766	21.9160148398743	26.5355705410599	23.0831838167308	23.0411783196238	20.9289100960512	24.2827142377868	17.2647758198435	25.6170904949834	25.0800594197865	23.9624880621181	23.1974009037827	23.412863477684	23.2780796196387	25.330033715952	25.7064707389437	23.6119127165766	25.3837850832089	22.9092653704102	23.6147738506931	26.478347513868	24.4102421989071	22.4799104842963	23.4497325933958
CD97	26.4040490651573	25.4342520430987	22.5319634565479	24.051650622141	23.0501986353835	24.1991374498826	23.463495720991	24.6376155885366	23.356652444215	22.8436261004176	22.4486881670567	19.5592495217685	23.371651079443	24.4237197378845	22.7799830718534	23.4709214565847	24.3067861789197	23.8818474942507	23.4452824875843	23.6511496758916	24.8557466730294	21.5215029083944	22.9585911138582	24.5979705210589	26.0109720284216	25.6647376717121	26.6274278956452	24.3153640448796
CD99	24.755957531297	27.9102485531236	29.260303599593	27.8411776860438	31.0585843804077	26.5442670927484	27.4730337786296	24.9998763133039	26.6809824921834	28.303519909612	26.8322016331945	26.6067715156591	27.386353985328	25.8018974565449	28.3177102785041	27.215883670674	27.5461991967813	29.2308990434538	25.3631868479916	25.8178179421995	26.9341220028348	29.1316038334799	29.9650107260346	26.08696164581	25.712593840065	27.2253297513425	25.0437094145093	27.5477655648425
CDC23	24.4969360636558	21.7417173667946	22.5031239826806	22.9105076986989	22.7459486782104	22.2148979714952	20.5448515185208	21.9937615105043	22.5100357133702	22.1481749559572	22.9196126823037	23.5781362432713	22.4998593201347	21.9814534379156	21.9713957822864	22.9380476162822	24.2890987377184	24.3249568491093	22.3155224280145	21.9621721645726	23.4134411598015	20.309307254189	20.9359903743336	21.9742997466487	25.8344150093176	21.1835104704548	22.934388276077	22.7026041125707
CDC27	21.4705369685817	21.7893118761935	21.9119796896763	21.7527016475348	22.2215146038969	22.1561947102814	21.8637344710005	21.3782356713091	21.5955401808515	21.4396241405256	22.4622639273915	22.8550142079266	21.7349424094554	22.510186743451	21.9189538175501	21.7495698685496	21.8623558363894	22.9256147941991	21.4775762943654	21.8090300859822	18.7629831018157	22.824934596986	20.9203659870408	22.2649595165366	17.6633110887997	20.6657849280814	20.9817726729866	20.9431653754547
CDC37	27.8444935017825	27.1998078071882	27.0067995187741	27.0551830008171	26.6897575497861	27.5460312482904	26.6553719372553	24.896853460434	26.4911382517528	27.8970117279407	27.0695538213216	26.9914228674609	28.0502533892442	26.8913341897218	26.9446397002884	28.2869404690299	26.3098239736899	26.5465340886734	25.222278823348	25.4840360175394	26.0924537159802	26.8271581907671	26.2073095147336	27.0981898808203	26.3082537685472	26.0179526985729	27.8468947328574	27.8450328780177
CDC40	23.3085737315252	22.6407327815246	23.847499356533	23.7404468748709	23.8949254357248	23.4001152284366	23.3550194808666	23.5565609135473	23.5611688932114	23.6361706211298	23.6738825035813	23.7981039561556	23.9430737312383	23.5978922425788	23.3433410583702	23.6004466173556	23.9206488512257	24.403944402598	24.370857918017	24.3119040046188	23.6013810427781	23.0071469806503	24.2793207159904	23.1500529241219	24.6241814203671	23.7461840985363	23.8602378185674	23.2843131800075
CDC42	28.8735245935974	28.4808488687456	26.9776426519977	26.1823957819306	28.4556162798341	28.6634418383102	27.0891182012986	27.6683716226345	26.8609875524351	26.8492400275447	27.0185112707749	26.7668818112969	27.9744253378951	27.9531288859153	27.9644663977424	29.3994747498114	27.6629565064405	27.8371690722527	26.685474560768	28.4597965166786	28.3817799146644	28.2163003917383	27.8699145607052	27.4260134749615	27.7360024888126	27.2931075643634	29.05014567781	30.2272253564839
CDC5L	24.9832397080387	25.1460881356315	25.9113467472767	25.7159580482608	26.4929162384072	25.5526450833438	25.3982507594759	25.8472143916692	26.002295464098	26.1307490432812	26.7480780853603	25.6845431377212	26.2988504635059	25.8124002764426	25.5753778369807	26.1498618780108	26.6645249764428	27.1210441078562	26.1492969488216	25.1547408744565	26.2669909620269	25.7960207641925	26.3850351168207	25.837649515794	24.559043739271	25.2450144034662	25.6641115629428	25.4238154986954
CDC73	23.2232960276583	23.2160507099303	23.4522441961806	23.5830776998107	23.9632947537125	23.6635657698534	22.0844956661573	21.9635659032985	23.1221856461697	22.2884193408819	22.0228334448872	22.4595426433181	21.9849181791902	23.4235858277386	23.1916561017711	22.1784686772549	23.0074517442438	23.8272270600026	22.8874933039254	22.1725892362862	23.6244208825811	22.8214432749871	23.9560848920792	24.0608407303855	22.0516109043052	22.5910614601477	23.4496468099304	23.3120417786934
CDIPT	24.1176371104557	24.9642941335291	23.2803903629099	23.8680388242871	25.0176884243462	23.6417233669343	25.4552083596902	24.0254079479354	19.4607843288486	17.8805029944524	23.3525654640745	20.7282797403508	22.9232037529331	20.7135697551311	20.3558081676973	21.9254921018353	22.4065548327632	23.3584954412178	22.5612566743291	21.0496386973095	22.6539632094263	24.2469990987901	23.4333676248643	23.1195976318088	21.0833749815135	21.3833525875188	23.709562748497	23.7208294185292
CDK1	21.5008047105395	21.3661261398495	23.8629217665201	22.4667779849728	23.3984219374028	24.302391133959	23.7013095715311	22.174011828913	23.116126326998	23.2003324492773	23.6532375375461	23.9021222686037	24.1833545902984	24.197923537035	22.9310765234857	22.4905524684997	23.6416604842186	21.9608990473072	22.2201747127622	22.0978143523169	22.9485182559246	23.1141660987834	22.4062120366027	24.3252578774797	23.2348660959911	22.2773185696056	21.8980571473555	23.8984396050131
CDK11B	24.7101086828976	24.2950134771103	25.0017419509466	25.1937168704094	25.7805999889187	25.04408065448	24.2671489935182	24.7304962952691	25.5898578058086	25.2733265265801	25.5399652581199	25.6140530580234	24.5268169986828	24.8452175210306	24.9466369112109	25.0321050411814	25.000607077984	26.1210111863632	25.0531805376054	24.9650841843813	24.9450494960604	24.4621193563371	25.065171131713	25.1138926946312	23.2735014691861	23.9882827533479	24.2763687761614	25.1424034040196
CDK12	21.9332669759963	21.163297644051	22.7306946984304	22.1854957328508	22.3783644087424	21.1906999080674	20.8950080318949	20.1009744707589	20.2576857885842	20.9989817941871	21.6944183457792	20.0029792354945	20.850512641589	21.0781964997654	21.1978082744113	21.3757243026047	19.9246721269715	21.9533537522433	21.4028014103961	19.0765962307646	22.5929227822463	21.7588550965213	21.8663122714508	20.37742388674	21.0804318836301	23.1216414153355	21.3405132218539	20.608618822423
CDK13	21.0060180193163	21.3533294348369	21.7411645968351	21.3652370404036	21.5433902268776	20.1100924685411	20.3380411844094	21.6335638396456	21.2090710332982	20.722950952014	21.804423842647	20.664988708907	21.1639958470237	20.8691932691918	20.5137688477243	21.3992835126224	21.4142114758381	21.8675855320625	22.1623803494242	21.7663551666727	18.5299346491052	20.4118972985465	22.4740187035244	20.7007174184528	23.5705956589563	23.123776603996	19.7426707562694	20.8776814475487
CDK5	24.2814695592991	22.6072622565759	24.5798834940402	23.5085913548497	23.6668209228098	22.8527711568738	22.5077823911541	22.4693170768326	22.8027441102161	22.0844943968523	23.2360101317211	23.2309661086318	23.358984216984	23.3979202829612	23.0730377155092	22.962458016374	22.1860821766145	20.9094629015075	21.7649034387088	21.7764828858598	21.5697778861983	20.8749158449691	23.7838992389491	22.3613748261192	22.829281239146	22.1451821308106	23.4389708666279	21.7994914439246
CDK5RAP3	23.4375218142799	23.654081778245	22.8285527030539	22.7454489590708	23.2959328816981	23.2749037258379	23.2819469770455	23.074051557122	23.2125993443822	23.2528754026665	23.2404680593974	22.5132830335912	23.9118970914047	23.5962187163314	23.8760562022184	22.8025641249924	22.1212041806257	22.3909952928969	21.8683735270414	21.5562266339672	23.4944196324466	22.4930426028296	22.4191962919707	22.5280205302923	21.5648455975093	21.5325272547467	23.2046916189379	23.5872791385941
CDK6	20.803160669617	24.9398404525861	25.3187597592315	25.0864380671689	25.222854086111	25.1241646561997	22.5370546735338	23.6707935068849	24.6740349938523	26.610733683385	25.5385369900294	26.5849002588392	24.8491583516686	22.7999376154631	23.4957762163905	21.5910609644074	24.8069685495959	22.7908959312809	24.5053748036295	22.4979602488579	16.9824308394638	24.5024282557795	25.9702170117139	23.0802120571925	25.4268103794153	25.1744089081651	20.4762956115108	24.5528316486099
CDK9	22.6826893419364	22.8817494150555	23.6678261161406	23.1879668089626	23.987445468697	23.7028215019159	22.9653042694712	23.3604409496889	23.6785465617381	23.1358007000983	23.5477765300572	23.264032678969	23.550819376571	22.6835986873659	22.6506598883881	23.4917251190743	23.0487272493637	23.6547672948148	23.1112985856185	22.7127198326446	18.4456634884329	22.816220718939	23.341020715297	22.7504841055973	22.6430437363176	23.3136208444265	22.037407061355	23.5444166689293
CDKN1B	21.7125057808395	20.833295580398	20.6939699744554	20.8679112059089	21.3418168757646	22.1907761104115	21.6276807084103	21.1493665300225	20.8108727750625	21.1886817651135	21.0203046609735	19.7474058090011	22.0405340730165	21.7562054611816	21.6341369625778	21.5443609259339	23.3761036080422	21.8102528311376	24.9867011501212	24.5824093247855	25.341300115991	22.3407084334621	20.4842248492297	20.3642809349175	21.8640605489897	21.3517864200241	21.4588286421571	22.2938308996852
CDKN2AIP	23.0376933106479	24.7605855937556	24.6892253511892	24.4072172419184	24.6137193859469	23.9043371452273	24.3564662434996	24.1605596193659	23.3246390412577	24.0090207274971	23.7970309522715	23.2461576874124	22.8132415369166	23.6324015079569	23.5407161669142	24.1334791541127	23.7648377868097	25.1395890308977	23.4875390253319	22.5444438830753	24.6390971587391	25.1532424156749	24.4604366514236	23.9978815188011	21.6997664377333	24.6041836932538	22.9617706279531	23.243686887656
CDKN2AIPNL	22.7573199564016	21.9450652328079	23.1571409255668	21.0677388960222	21.6029591051159	21.6506022332019	20.5617021965983	22.1604793494295	21.4965568740961	21.7433114466326	21.4196137943907	21.3165097893723	21.6227295891751	21.4032789733289	20.43740699921	23.8796658155691	23.5312510327394	26.3065417686215	24.6497597233216	19.0659185891372	18.0659342706493	21.9008451424456	23.6071690964402	21.4189919984601	22.9470628622841	23.3735215425243	22.7845066882791	22.6159991292661
CDS2	24.0935008224217	24.8504510678526	24.811262924698	24.6267810001913	24.9589851631324	23.2771110492504	25.8694493867807	24.6996659022453	23.8246050076777	25.9090500963478	23.8980196051338	23.8049134767486	23.2766640379509	24.3956593193392	24.4309888496963	24.9114668818622	25.0448978157393	25.7460114643849	25.9083668769932	24.8169049767316	23.7568602873347	25.1797158696752	24.696778953022	25.524440422417	25.4534281029197	25.2887136362548	23.6937508108488	22.167898049566
CDV3	27.1121814990273	26.5559618643403	25.4950426662777	25.8403616416366	25.832407167837	25.7572192401418	25.6941619393127	25.427866224134	26.0956378332435	26.2985056226358	26.1183705539131	25.9751019189562	26.5393621537725	26.3622402104262	26.3778048187231	26.7526920008462	25.0266188695712	24.8141314566235	24.8647934191661	25.1437908190962	26.0192369426551	26.2788042326756	26.0900039809589	25.5977004765933	24.5668631463926	24.3779979647432	26.3776108223648	25.6023201561046
CDYL	21.1918659944836	22.0334158771119	22.6017754695766	22.0247650783455	23.4153736041333	22.327832139296	22.2875117123112	22.2047700871848	23.000220207413	22.3132481225356	22.4490776947178	22.9621198877622	22.3892911722009	22.7091920973912	22.3382875581349	22.4984151564725	22.6836821231675	23.9806432506508	23.4519333117227	22.1823418547626	21.167785340005	23.1788132635656	23.0280857339778	22.1790903077028	21.9455583918495	22.9020055223105	21.929652168751	21.9446986997901
CEACAM8	21.0962153132727	23.4485987235712	20.7126528752349	20.3614819657065	20.8214944823177	28.2344420409514	21.1470612824886	27.4497167622374	22.4855243246255	16.639388808442	24.5358927905124	23.839220764821	26.5028763961884	27.2802847727455	25.4170564831935	20.6805472702038	25.9983316874116	21.8862107250403	21.2141257529487	28.1827125071255	25.8431415859642	21.8907462771594	19.7283824903578	29.1165635238752	25.3208732825628	18.4605822772317	21.0665454335892	28.3237768003863
CEBPA	22.9554019855156	23.0169876481884	20.8484681863842	22.9098584859305	22.0165942002891	22.9181252422261	23.6966352395986	23.9745673746945	23.4453349083784	22.8699408579634	21.8548171804253	18.3485975512574	24.2950047595128	22.3202703682684	22.1497705971419	22.9063371792835	24.0261964204172	24.4104653841828	24.1842164605772	23.1363095236	22.8729066088316	22.7027383270227	25.3408124462253	23.3859335633073	24.1015651418051	23.0062402390147	22.5675830619311	21.9008840513983
CEBPB	24.8930712679831	25.3510229661898	20.4184440755465	24.6339367675941	22.8223105267247	23.0089140411492	18.2842766347816	23.1914147986983	24.2378650021404	21.1241788698354	20.566966598275	22.0818018007622	23.1961183738181	22.9712720785191	23.0015233223323	24.4831018703216	23.8261956068987	22.1423035217485	23.6300772953717	24.273701439936	24.72310529097	21.8541306770216	27.300930063529	25.4603991895519	27.514721923441	24.2104722165952	25.381992547697	24.6797888122081
CEBPZ	22.2325540622287	23.6778862464197	23.6815749998803	23.2808763695958	22.6704380197703	22.3968218161513	22.674067421567	23.8542898891356	23.1325297696129	23.6015315131981	23.6628458865185	24.6314190387235	23.5498527708936	22.8730822540362	23.9825415231864	21.5852469033926	24.961336918971	24.8617548199233	25.5436535706564	23.5394417988756	23.7205476531555	24.4783929563983	23.938224327473	23.991172986861	23.2518466166223	23.8546603386607	23.9327332443721	23.2355933684767
CECR1	27.2986642600126	24.2401910655565	21.2503885978255	18.6006149605065	24.2117989745056	23.6248149810551	23.1540376347203	25.4970290243942	22.7608482462287	14.1753227900251	20.5232385115857	25.8777632845475	24.6861338120482	24.4316834145102	24.0270053843466	25.8448617194165	23.718238736989	25.0494494447429	22.9206175820642	25.3376601786908	25.9653522828779	20.1270948705249	21.6122825286511	25.5595411927618	23.7653017816747	24.3196553772897	26.8876612271207	25.3828862403853
CECR5	23.9738148418295	24.3306191907195	21.6916080221805	23.3015934703829	24.8252906136932	24.7212920660315	26.4545920684148	25.8205245334127	24.7466169813595	25.4522639925016	20.0634948829057	24.3743163554867	25.2498091914739	24.5799924647136	25.6573806231048	24.6539458170636	23.9520996031171	25.8661302534893	27.4733880303991	25.7042201346799	25.9175413692228	24.8902823905721	24.8289586726683	26.1850937624913	27.5227144539675	26.0972143641193	24.0961905925048	25.5180523387662
CELF1	24.4105907654586	22.324998971826	21.7493735316177	21.7018322203931	25.3750007051231	24.7984473968182	25.3323340230577	23.122814649504	17.6923066736895	27.0984800228087	20.9261688095555	22.9842652566398	24.7695504393123	18.6856883907992	20.1678105769191	20.0653532508706	19.6680455330982	22.6256063604463	18.7046875718764	20.0254983416834	26.7120335282404	22.5194006412266	22.3623541073596	21.4859186214069	23.0448487321556	24.1288589581321	22.510668742568	24.8368261674089
CELF2	26.5638275409358	24.9353680979593	25.1234909854472	25.8077423067621	26.9110381151576	25.4182147594337	24.0631951955877	25.056934902171	23.7856810954746	26.767814319437	24.6295236986661	24.3889308562509	24.3618448207571	23.4628415598012	23.7892059607569	25.2442966277953	24.3834942742437	25.1158422705246	24.0292277323345	26.1450211774731	23.5174594722495	25.2438292372923	25.5050055688288	24.6695426220374	24.9030976526222	24.7687807704688	26.246715101305	25.5424194580068
CENPB	21.6158740670008	21.8650533658402	20.7723515960269	20.5997430517089	22.1773537086953	21.0372115826673	21.2009603692162	22.4831525222747	22.2786274288116	21.9483184119429	21.6938556947133	21.8956075787851	21.7828110309121	21.6578713671946	21.5857489709064	22.4817376017998	23.280654904137	23.3457420170564	23.4648454323387	23.5144831746682	23.7071305892752	21.120419260077	23.0215214715418	23.5501555398117	22.6084334822867	21.8786153681055	22.8823502659522	23.1034857835825
CENPC	21.6145467875632	22.3223732668516	22.4938763074685	22.5952932592152	23.5855827650574	22.5088903669275	22.800418653248	22.6728957740524	21.9069603323778	23.0775302473969	22.6076731605627	22.543723898954	22.5458668649886	22.5802007337853	22.8103662294145	22.3730738113202	23.6301044969411	24.2872015198893	23.5606548100041	22.554629310064	21.2980895560981	22.2794804559268	23.0741798405342	21.9016744782903	20.7115636155757	21.9520052648355	24.753915261646	21.626757566679
CEP120	18.7247420589619	18.9224315717901	20.467683257292	24.925866109118	21.1038299018196	20.4439609549035	20.2823820097319	20.5574576086465	20.298643900795	19.9791406697836	22.8188692875984	22.2039692168247	27.7482684632854	19.7168550322322	20.2045415926601	20.945945449925	24.5031946817863	24.6381803694367	24.932037435022	19.9386481002219	21.1348486122215	18.0254488697152	18.547926127052	26.2705590167135	23.124990441677	18.6557067815119	19.3524938824618	18.8147718085826
CEP128	19.6320673971264	19.8877676775497	19.4697133897075	19.7248062172133	20.6094327382575	18.3349427824313	19.8790189032498	20.0090170888526	20.9630338210251	19.47690967215	18.9119068473679	19.8311542561247	20.8237506485805	19.6946086747017	20.1151954887779	18.4477170093391	21.1868138834932	21.6105838374786	22.0456663206162	21.2547033704215	19.4174013155615	18.1714063270012	20.3597346941515	21.1760421535744	22.1819295473487	24.0056672285906	18.1691809829788	18.079516707945
CEP135	19.6350970567122	19.4827166178697	19.7330773694218	19.1861038889473	21.0816989598924	17.6749386551271	19.6118029277765	20.446932741564	19.5447924610796	19.801992145713	19.4912210410365	19.6159762907762	19.7327413778094	22.4382972495635	20.8740242263846	18.2365785901088	20.2770071098574	21.9081252627115	22.1178010726607	19.8354521239471	19.5021509211102	19.6844038972286	20.6795080499644	19.5351208140675	22.3241215705787	21.5856472861522	19.5094158220589	20.1165614633712
CEP170	22.7433546684058	21.8664672069803	23.0533390173748	22.3587778342119	22.7231685235148	23.3197859685599	22.146935507527	21.4447150587932	21.8602458669538	21.7226520536471	22.0606032010576	23.4819373379448	22.6650046214652	22.6480939624096	22.5107040424715	23.6858685907266	21.7416166884174	21.8053620949489	21.116541860383	21.9418734453473	18.3373796464767	22.7097209710206	22.4901913149328	22.1499622948273	24.339263576742	23.997992090973	22.961943751358	22.0514869867167
CEP250	19.287147866751	18.7092300986475	18.829546319214	19.3169707561058	19.7138220838244	19.3414389777063	22.8809643173809	21.7088869477304	19.4535564266938	18.0657952257105	19.7117514049867	19.3631872657118	21.2399248870256	20.6075172426754	18.7995874540411	19.7643493575412	19.9791050108643	20.3046274325654	20.2353581563584	22.6769987034322	19.3388075206885	21.3448737545384	19.9908519991466	20.1435774475623	20.6712402891828	19.0167412154942	18.8299208847525	23.3714519604772
CEPT1	27.7765569923071	27.622387611615	26.9903816492087	27.6948739819473	26.1152331036528	27.1384410453385	27.3148566943465	28.6427822802013	28.6786246075007	27.6625593568459	28.3905575355116	28.7808696614275	27.3571826916012	28.3142066007489	27.9155301819554	28.8721120045649	29.6094695095087	28.6362345745498	28.9301637748871	28.2509375556091	28.7660994466068	27.2931919698255	28.3043100375169	29.8183192456644	26.9118196658535	26.0235792092324	28.494751367919	28.2607454540498
CERS2	24.2784398997132	24.7090958077463	25.0687695625463	25.1385049311946	24.2080046865481	24.5435231830932	25.650808953334	24.163949952712	25.586554034165	24.7688160707813	26.0001128414114	25.4573908035332	24.2337335011262	25.4185878111311	25.3308554545004	25.3170661656577	25.423547556171	25.6024777347669	26.4411253016926	25.1162786246664	25.9700987495624	25.0289398109519	23.8371202590075	24.1256898724735	23.9641484391604	25.8733080937734	24.1277856139002	23.3187070297823
CERS5	17.8831891877126	20.6650629116799	22.0027107807978	22.3406864383992	19.9561804237432	20.2180060575995	18.6194451439016	20.8949616865121	21.0750302370493	19.3263355907327	21.8135849561566	20.2823282762617	19.8230099689295	21.4473244529273	20.1818047188157	25.038337483758	23.8239594295853	16.2807057053847	19.1956944020924	25.2501174436097	19.8983099305605	21.7890507037271	22.7413068137499	22.2190818142363	24.5923699947155	24.1657342433772	20.8461304852424	19.8288710067236
CETN2	23.2631144107868	23.6488736491474	23.6010293357475	24.1519900622348	24.2387196639686	31.8932320802491	25.4692890632893	23.3472691439656	25.0222727228221	23.7202076072616	22.849728534523	23.2009147709301	25.8620745398767	24.4959843324826	23.6905689008113	23.0870924409564	25.2237198660574	23.9439699427114	24.4442333877966	20.1628586693324	24.8148029877689	24.0513985051464	24.3205240863582	22.3568736175916	21.4771585929241	22.5170944854013	22.4960398148534	20.8006703862661
CFD	24.2504948967712	25.6599039744442	19.8471687688248	20.6951484747627	18.4621542933009	19.3810409565786	23.417805569046	24.8035543721397	23.3682228584429	20.8455800304895	22.1448421644951	21.9678577464328	22.6644131164985	22.219382704059	22.2745060103772	23.4398746593047	23.4399140097007	20.5574020306794	25.5161846570779	21.2273354454958	25.6020960985324	20.4101660644974	24.7649030128528	18.9930281524536	22.9478419176062	25.535385634346	24.4501558207868	22.1108250337484
CFDP1	23.2236567014185	23.7345697345762	23.8061949975123	24.1671527871145	23.2651746234263	30.5198008282732	21.5325493974141	25.1006485619099	22.7010485367839	24.6057915311608	23.7589582301425	23.6313284094289	27.7663742860485	23.0692166448451	25.1008610110819	23.7915027216204	22.4799303025428	21.567519390508	22.3368598876693	22.1267980956884	20.1725006196192	23.7957962247521	23.8874414620337	22.7060635252884	24.2610983594266	24.5374590476127	23.1429586981383	23.2015890463629
CFL1	35.7121299186176	34.024635394568	33.8591104466827	33.9817205885795	34.4912175450956	35.0572354283235	34.0392149990787	33.1061921977036	33.7361219158906	33.9999868516117	34.2535259121802	32.7504162125327	35.2944868519608	34.6259252698861	34.6972933223647	35.7435097878645	32.5300613502843	32.6651913074388	32.7963989341142	31.1303693068682	33.2123268661721	35.1974584137487	34.0714113287185	34.1451203697449	31.9562894380242	32.1289347797208	34.8763109039856	34.7036339563046
CGGBP1	23.5492729721471	23.9489397907019	25.1200573712499	24.4524313044999	25.4093657009971	24.5335108795094	23.6172293045481	23.9567933717907	24.1007656924047	25.7628762348049	24.4952953520618	23.3706766963915	24.6060642372788	23.5452627274872	23.7331428314679	24.1822711003955	23.9579569449831	25.061871049045	23.7990024577094	23.2631801254958	24.5418450860328	24.696715996936	24.8130890272185	24.1565491193981	23.0966991919252	24.1958288619301	23.4642468837442	25.3883396276399
CHAF1A	19.3400947747515	21.0084820392132	21.9525627011765	20.779560561605	22.0868101679291	21.4557085601283	19.4528756420722	20.8602215899275	22.6655726657284	18.6809410917431	22.0487875286728	23.5148884926787	22.378283409039	22.5505244967942	22.4491153911759	19.6004736278478	23.0545557373288	22.3486521934468	24.0899363396551	24.2991938613086	19.82401589807	21.2242500221697	22.0734399984712	21.0777224865378	22.445610919972	21.9249114519676	17.9041001961676	20.658334093532
CHAMP1	22.6295548835805	23.676169439321	23.7467126809765	23.4417080127541	24.1165233940053	24.2218454698261	22.6924185024871	22.4593480541	22.7272911595776	23.5019422745255	23.1755756364582	22.6532821603591	23.4610548911269	22.5339912116257	20.8984634803773	23.1261173418124	23.987589901123	24.4140576948346	23.8562341699815	23.3324871952601	24.245933906196	24.0213904482959	25.3883348208721	24.7007769696726	23.9240703709245	23.0919940322452	23.2977743029761	23.0295909435881
CHCHD1	23.4299332383648	23.2781154505893	23.0092646838757	24.074373069035	23.1459214513465	23.9716965766864	23.8859456828641	24.1661717030749	24.912642326665	24.2823393029935	23.8885555256655	24.5254963688214	23.709241719011	23.0605893285005	24.113004435734	24.8530521596567	24.6752360654123	24.8764847362908	25.3456436762944	25.0043543433943	20.4859519339388	23.0459699042006	24.4669143521572	23.2316517556346	23.9368670759372	23.8357898875259	23.5313322031456	18.9869972392021
CHCHD3	25.7534657364685	26.6659240803568	25.8816272294344	26.5749819564572	26.588740043023	25.5817442423185	27.228006452885	26.2768201209451	26.6681425063194	28.1185231245188	25.9365765518107	24.9149951759606	26.081580590348	25.196369493983	25.492754691989	25.4158042142561	24.5344578833223	27.3989937344339	26.1403955204193	26.1531146966525	26.7819753838227	25.7933517783669	25.5806316428722	25.6464058611737	25.895715121605	25.1445451208187	25.264499463567	25.7527932488693
