	Group_control_4	Group_control_7	IDH1_13	IDH1_24	IDH1_31	Group_control_41	IDH1_46	Group_control_56	IDH1_58	IDH1_64	IDH1_68	Group_control_72	Group_control_75	IDH1_81	IDH1_82	Group_control_107	Group_control_110	IDH1_112	IDH1_115	Group_control_123	Group_control_126	IDH1_133	Group_control_141	Group_control_148	Group_control_151	IDH1_158	IDH1_160	Group_control_176
ACSL1	28.0779792672	25.4389408019816	22.1131490861779	24.5325153062196	24.2377674852416	22.7184273946662	23.4772590316811	25.6244045695543	26.4045044145474	23.7576599705231	24.2207793396814	22.1718115443632	23.7470836099335	25.8259904637277	23.5008256490336	23.5636867477138	27.0411260899165	23.2789885175144	22.630549317143	23.4804067178024	25.8167114128151	22.0782389246733	22.1981321308552	25.6174509717031	24.9594637478697	25.0131444564946	27.4401268660787	25.1927246070458
ACSL3	24.0038806064816	23.9648815709037	22.5840880283753	22.4005438556456	23.8557562653646	23.9704558589513	23.3412273162757	24.2003924294448	24.585179406284	25.61133554771	23.8626880035824	24.4783490948852	24.0053693031039	23.7392186487843	24.3383966819721	24.7359774570886	22.8877946175525	24.3225331214406	22.4037576567153	22.8837369027916	23.3053688742885	22.583701559199	22.722999013681	24.8282967843368	24.8155404905906	23.1377707458926	24.2489864242853	23.9410279626201
ACSL4	24.3663288816042	23.0909401959844	21.5557638571304	22.3025848623693	22.2695130679073	22.3357813889713	22.3939248985272	23.2454293010292	22.6731323877427	23.9657398762705	22.4079897399533	22.6770000668313	21.8534309531636	23.7332603182654	22.8681028849509	22.9826413199961	23.6801227340087	22.3421023579612	22.1875553778877	23.1919542713271	19.0261778742661	20.8692171995576	21.3583393475538	21.7275844677062	21.8256271531004	23.7481461637919	24.2814182088045	22.9646408128473
ACSL5	23.8848438386579	23.3140818379587	21.6863854661325	22.6602145360551	22.6306917713938	24.0232873513486	23.465154820288	23.6399775408115	23.8029790090148	24.8677705236358	22.678004543806	23.4419169775106	22.514690225155	23.722728644467	22.0421022662404	23.2141650201578	23.3885540662451	22.5727171602473	23.6086677009649	22.5041638375337	24.364696561962	22.4031771287326	22.4821266496542	23.9539514548061	24.4756992467588	22.7681955572681	24.6227454285284	23.6895373630924
ACSS1	24.5639636752555	24.8703602594168	26.7869616484434	26.2603734488906	26.1489056059072	25.5316538704988	25.6261100142339	25.5948437481665	24.9797276460663	27.9197053209339	25.1978301291731	25.5546861570908	24.7642413215619	24.5711920249642	24.4208034227077	23.1954821193783	22.2924665089297	26.5673521781134	25.1289076003017	24.4165859567857	23.0514834009928	25.7281419625187	24.4777201380134	25.1225777187774	23.9719967001829	23.4234820717902	24.3411169295965	24.2369247155064
ACSS2	22.8835557724794	21.1689818625121	22.628782720742	22.1273406957526	22.4552600544217	22.1877897316769	20.8841589651874	20.6991446886122	21.3609723941534	21.7883956666604	21.7732039219622	19.9197213046848	21.8951969745973	22.064913346031	23.0490168430784	25.3877726496117	20.1178272116854	19.3985283851852	19.0041333545632	19.1745716338571	19.1039920719638	22.1070495446398	20.947575215512	20.7821431265605	21.3094741483216	24.5995526421725	24.1523547104466	24.0871008355101
ACTB	39.5001854335789	39.1601103699179	37.4033360727834	37.4852189336759	38.8543168764048	39.3373653678312	39.531555019743	38.0271961282751	37.4714469271075	37.2601746780621	38.112764000459	37.0882683806264	39.0159619907851	38.9625655741455	38.8657586657076	40.085834310585	37.3294749428096	37.4007800713552	37.3795958208615	38.3348276673075	38.1517107315645	38.6554685842059	37.339432989241	37.778028460009	37.3030038212612	37.574343930705	39.8098807083631	39.0371868931765
ACTBL2	26.7795248764991	25.7339719378434	24.9566144500676	23.379325879186	36.3503465095371	36.572916411331	37.3787221988773	24.0652551849648	25.9033698651442	25.8408106209138	25.1273544764256	25.7740767919588	26.3820506865139	25.8807118866287	24.945511609079	38.2965462130729	24.4235002077276	35.3025388308367	26.0330734363276	25.6124647300794	37.7813420606675	36.8622419292321	35.3732560527655	22.9517544907517	35.8788474116476	25.4378450226315	37.7185932579417	25.5408324934619
ACTC1	40.0811298726441	39.5438239699432	38.1222598655592	37.9214322062391	39.1802793939433	39.6505600342578	40.1590840816785	38.8461996760373	38.2077263412251	38.0429521533477	38.953350266033	37.9073152092399	40.2001982150988	39.9940059666786	39.75251117259	40.2595925013096	38.2215221404921	38.2311520560396	37.5016045404695	39.24063817568	39.1051734571376	39.1485240413801	37.8748603997661	39.1165753458962	37.6420227289197	37.2522766897769	40.1221376230131	40.0186956103445
ACTL6A	26.681926556983	27.0002253752316	28.1358382308234	27.7526394913845	28.3616968326723	27.900717824093	27.2392161933527	27.3115787120723	27.9587342090475	28.3570871764802	27.9159974287615	26.9852048518346	27.7892265754962	27.4644447947149	27.873244790307	28.010851919055	28.0660887817161	29.091924230165	27.4374216430297	26.7387334676501	27.691306068095	27.8897896500843	28.6896394559879	26.9549014093592	24.6726848276418	26.953136477978	27.6085615121025	27.0958846241353
ACTN1	29.3529321556848	31.1716193895076	28.5053845655471	28.7659740611545	28.6708519529844	30.1207369530129	31.8686947370117	30.5049697581296	29.3247355815628	28.9778067178227	31.1623209558691	28.5526930137605	31.0456778217908	30.3252513529961	29.6698040708252	29.5733627830898	28.3624904778667	27.1090697390168	28.206147268617	30.1630855628034	28.0006775926632	30.7613442864201	29.0591425098604	29.5809237766861	29.6677134407612	27.8370613025802	28.8842646020086	30.5611804045489
ACTN4	27.1758620581321	27.5239525289751	26.8105641393123	27.047839683059	26.7324324690956	28.1602875158497	27.2666129721792	27.6010987528779	27.2178093168981	26.3269699957925	26.687946556056	26.0928114073424	27.7562177129607	27.3684045858429	27.3882251445105	26.689776070113	27.0134840529331	25.6229495773971	26.6473585577877	26.8922217930503	24.7116214384446	26.5230236491973	27.5879398149635	26.8209904556639	29.2503561923825	27.6867613332204	28.4225877619737	27.5616010102846
ACTR10	22.9017914377962	23.3792339460052	24.5925359295488	22.3122509191433	22.0383067606545	22.2165426438418	21.9925382842511	25.3549091359162	26.0552279451482	27.7008917640823	25.1129996607688	26.3889389914352	22.7581161594042	23.0320383936414	25.2945283933708	22.9062794714819	22.5913496405506	23.0385633889503	23.3866080802713	22.7775545477822	19.2674216445941	22.8432856779061	22.9839392657266	22.3387966487293	23.9896120066321	23.435788260489	23.2862904504506	23.647396240948
ACTR1A	25.6432005544933	24.7439368929837	24.3979596493841	23.8780511278708	24.8666526805155	24.0864196863379	25.7407609891334	23.26945017346	23.8569502304945	23.7832100996972	23.778665444401	22.9458030068497	25.183445219593	24.365838812844	23.8271776942331	25.6869010393896	23.043692243671	24.2742893992733	23.7603093767128	23.6733094717197	27.2469992763524	24.6836451798655	22.8465514169828	23.1273881850296	23.2381842945851	24.5988024407513	25.124918718361	24.4099615587107
ACTR1B	27.0655103144545	26.444210706473	26.1838574135502	26.0502881970364	26.4130919217948	26.2535351881084	26.1127166245754	25.3314941954026	25.3930309213802	25.9386830524877	25.4909136267297	24.2393089535603	26.5142159792098	26.1066812108831	25.8777522906006	27.4078919536659	25.5928333922689	25.0473863908345	24.7096604214193	24.9771162610223	24.5099470986787	26.7859548203993	25.8045090593174	25.9835059844278	24.3801207002999	25.3674415046361	26.3616257613118	26.3105102977761
ACTR2	30.0877544478112	28.9605305428907	27.2758044360982	27.6477988427631	28.7752597930935	28.397682984828	27.1677018001758	26.8386921315697	24.6781611016693	23.3215332596624	26.4407696147005	25.6762332142857	28.3044129745976	26.0769039852392	25.9778031916863	27.5242453087136	26.0810558210561	25.7355374983881	25.6408046547099	26.1013796524862	26.0100325482942	27.6643974038462	26.8118564446677	27.3816361755037	27.0410418606659	26.3155518316075	29.9812322032989	29.9349641951006
ACTR3	30.8734894479305	30.0591139626269	28.6019441446338	29.2813191567104	29.3272060618368	30.3265374005957	29.7383823857342	29.3559641467144	29.1385557865361	28.9851500355808	29.4583538430751	28.7493034939329	29.9335474956207	29.3756261962318	28.6814136983122	30.0545160061767	28.2678785370852	28.3961412658451	26.9107081105516	27.9463557785767	28.8791490300109	29.5509664279654	28.4599335515776	28.8378636958762	27.2609518657486	27.9423347597139	30.3721015707269	30.6654151212531
ACTR8	21.0369349740426	20.1717621963487	21.0368408778731	21.0850945173641	21.497642367131	20.5477917169962	20.9615162732798	21.6870878256626	21.2213627950466	21.2923682577021	21.0316442439949	21.8569433516893	19.0706557742159	21.4467473749109	21.2027999992528	21.9659741246826	21.7605737012547	21.770362313257	23.2872640997557	21.9374155176709	19.9129519139507	20.8448212264162	21.7164883914545	21.3599136365357	21.3967139174442	22.5973948913772	20.8534593760501	21.5304576726997
ACY1	22.2753443971415	22.3718577067541	24.7217436974109	23.3089223611907	22.3886508243839	22.3142275250604	23.3965258171929	20.6793220587504	22.4284945896591	22.5460702482343	24.0688779788262	25.9098343953064	23.1941851624633	22.0161646805994	23.1649950974155	20.8671887276431	20.2799357807904	18.87648918464	21.4553876446365	21.64700100594	19.0180661596008	22.232419743693	23.7122550032186	19.017424125595	24.7342157711357	23.5544499276021	22.0636352571983	21.5471063734715
ACYP1	22.7475096301235	24.0188816462842	23.4554614061218	23.4697395773985	23.4947074044318	23.2748315910858	22.9683195021067	22.8599988939053	23.3880166344039	25.0107848830391	23.9597813798342	22.6400959276854	21.6231046898857	21.5920556194292	22.9202274567782	23.269708779232	23.698055433367	21.4704404412066	23.0326428519892	22.8831886786761	18.0635044858667	24.2104267795036	24.0864756698748	23.9011776702104	23.0468540782624	23.4748420152459	22.6337594834567	24.3631028237826
ACYP2	23.0982143676132	22.8627635483174	22.4484602675813	24.0653129441782	21.7738607596595	23.2593514732971	22.3283399819684	22.1128271322289	22.6906899863903	21.3465126025867	23.465456351024	23.4589263520427	24.0697712097292	21.8729771977912	22.3336276531528	22.8601132301735	22.5035760742629	22.5253102012037	20.3369527411378	21.192869460969	18.9705677905081	22.4540465558743	22.9564414982473	21.6554352887114	21.0211515444	21.1278657227277	22.4887830587977	22.3294798941456
ADA	22.096652189377	24.4051343895814	26.8068564130573	25.6582935274764	28.9866867513358	26.8492816782931	24.3531336179552	22.8281874682537	25.3883133085965	26.4054526060169	26.1997962620209	23.1510840842178	26.5035400359072	23.2803983449304	27.5130759733491	23.5277780681461	25.3751595644996	25.7845025680758	27.2607780622233	23.7646753486592	23.2143059633076	26.0569898701389	29.4639915922347	24.1146532554107	24.6764791155993	23.9049959686373	22.69562224681	23.784755235791
ADAM10	24.7378228546331	24.0262249640423	23.9717731073551	23.3288892605566	24.5817204099399	24.1891540001996	25.7965067255133	25.7198244195587	24.3103171470938	22.8303677329918	23.9344909357674	23.7578094836636	25.0390025920992	24.7575449433958	23.3564695832422	26.1022096608102	24.252569699283	25.3956962545563	24.153126382446	25.9282418206291	23.3723387780865	24.150107699844	23.04721587022	25.068404519992	23.9245176063872	23.6476913080948	24.2843324527871	24.5904571352763
ADAR	23.4897040939088	24.4055671980936	24.1103728199333	24.387336904255	24.2358919816885	24.7852755910949	24.2184147550369	25.2565894688796	24.467051536336	24.0158158211397	24.0951061746696	24.7180528759289	22.8001707198461	23.9979948582686	24.3443694394414	23.2358920074736	24.9118813329693	25.9482051743655	24.5685071386188	24.8191123001441	24.1637147158158	23.8674548874331	24.5937416732017	25.3901110871598	24.2853500630639	24.1213136630682	23.3039923186023	23.512965917038
ADCK3	23.2359484631669	25.8146330175795	24.6602704617186	25.123558610571	25.0345102485229	24.3664467937744	26.3491743417771	25.5386074954726	24.5449137876928	25.6131244895607	25.464570015283	23.951635562407	26.2568536108656	23.9900456085933	24.6213091794904	23.1168119587987	24.555723208225	25.5716617686935	27.2251579216637	26.432434883519	24.8119608785384	25.3746528236001	25.2378184472562	24.9323583776361	24.1195411220146	25.4421586808037	22.616201884809	22.8918135671832
ADD1	26.2582358773747	24.9626927420337	24.5380453378545	24.4508154860541	25.8243136486576	26.4337855065171	25.0048133948751	24.0509869310104	24.2400578986025	24.7262277131742	24.121406505265	22.030138891348	25.9460826721077	25.4097152366296	24.1402280911556	25.3836176878939	23.2915905325469	24.6828894887539	23.0892109245425	24.0688387441298	25.275816188085	25.9707455605946	24.0595838343126	24.6680855000461	22.9635528666015	24.2304968237627	27.0157436928508	25.4930215798068
ADD3	26.3796098111647	24.4622362592998	24.7148764690162	23.6600887610934	24.7916181114389	25.4935234405681	24.3049476035895	26.1107514947884	25.5643653844361	25.0662565073613	24.0459102737753	22.7063589109134	24.4086169939828	25.1384741419921	24.5954993652089	25.7552559304269	24.1010145852377	24.3122899866503	23.0622758081291	24.8562328435462	24.9674112691942	24.9810134816936	24.2152506292245	25.1924474396076	23.5708553440637	23.9560962269856	25.5061508829159	25.8509975003026
ADH5	25.0427364515249	26.3118290095211	26.1922106178369	26.8933991789318	27.2270748908147	25.327122994552	25.9713325105683	25.319231287555	25.4334985172771	26.7573403534401	26.7008009688704	26.5434083494632	26.4648181010097	25.1973360996604	26.2655198636907	26.1272837006209	25.0070703517672	24.744708971256	24.7482092329119	24.7093376344829	24.724937513672	26.4310951211919	26.1404694534892	26.8911487155023	25.2965782980742	25.8948475307339	25.7688367959609	27.2780248730475
ADK	25.2639160282436	24.4003879228969	26.7962381775563	27.1110585797508	25.9150735936799	25.4671509752207	23.8928129112587	24.5411714250532	25.2768795436382	25.190443696481	26.8767664830076	26.1189818953841	26.8038802895195	24.8749226119225	25.6844455820719	24.8958569215198	24.8157545623949	23.8257410841105	24.2400343317092	23.9943235452679	24.370236510919	25.1872611647391	25.427633833786	25.1340471443524	24.4164766153303	25.7457882791092	24.8525956024428	26.019807247037
ADNP	23.6157956404825	24.7627784902178	24.3456186733007	25.2885596423974	25.295609197023	24.0458943826393	24.1738354782735	24.040599526716	24.1888999324526	23.1649864207755	23.2282917132523	23.1038502485791	22.2265118907375	23.3177785734398	23.2904662851216	24.00318936497	25.213505585168	26.4932120799621	24.7693158613601	23.183096123776	24.5063980688781	24.4287065391901	25.3173975057116	23.3698475136014	22.9788165801341	24.5684914179422	22.0761289962524	22.6390822499203
ADPGK	27.0859821570847	27.9161636027912	26.6432692223709	27.2242091518077	26.1340169930852	27.9343326185457	26.9397271298146	26.9691261902165	26.8196543395136	26.2748454239652	26.4026536117203	27.1077040877565	28.1078457752765	26.6001694765696	26.7295338696919	25.5604343921052	25.9739934220718	26.0904693323476	25.8194103007719	27.1526571018316	25.7076725216247	22.7659860776153	25.2812147140861	25.8668929442728	22.9976437504177	24.980452986868	26.5156911647283	23.7323998327572
ADPRH	23.5540194388317	21.9110320567933	21.8537813717269	21.172420848189	21.027843154016	21.5883355152372	21.6649743752172	20.6170697677361	22.4690198933577	21.7028438507357	22.0269884066049	18.2559826020706	20.9949408421323	22.3076756405614	19.0207670307597	23.7126882915367	22.2206924306454	18.2133544090965	21.0274265877073	18.9225291290233	19.8690095329218	21.3096287146895	22.6263528728919	20.4084851109703	22.5003034889721	22.0944425462225	23.165176201768	21.7282944436568
ADPRHL2	25.0174604344086	24.331484807744	25.6503632143799	25.5747182037577	25.2375984294289	24.584163902395	24.5054389334218	24.6651277829664	24.9416549239372	24.0625014326629	25.2757789422323	24.7570489228841	25.4336518205343	25.5740237748365	25.6410781691428	26.0632280408054	25.2262301554286	24.6566180120593	25.2213122176706	25.3098305913521	23.2351817605492	25.5473001391433	24.9210170432274	25.1382453869214	25.1342606790238	25.0125818054286	25.1411201836702	24.8131371148375
ADRBK1	26.9710137892763	25.8679550262907	26.0894907309256	25.1359946418234	26.6172188431302	27.1176950906505	24.9372952669615	26.7664708178228	26.2969370722987	26.1807239994976	24.6738432903222	27.9627317306898	26.6974815302539	27.0885073209601	26.6766879503441	26.2504321493111	25.2924642847558	24.037456581361	26.2082021873411	25.6800405657946	25.0981050129483	25.2829551268012	25.0202744620405	26.4640821294984	26.569554694353	25.00769106924	26.497296802957	27.4514223900119
ADRM1	23.8093331802178	24.3541639737868	23.7172817021423	24.2192773589418	23.1583863364997	23.3747670765682	24.7564390166357	23.2643574599657	23.9970503459152	23.6821493120829	24.310312993919	24.3008254701038	23.892608258708	23.4149585113941	23.2474883998535	24.6923215051513	22.8767002926881	23.6497034352213	22.5768522077211	22.8359404160869	24.0184786060495	23.6632558313457	22.3629600392768	23.8550979906044	23.5507730290945	25.0205166281535	24.1450979543909	23.1802948675594
