adj.P.Val,AveExpr,B,betweenness,closeness,degree,eigenvalue,EigenVector Dir,id,logFC,name,nes,P.Value,Page_Rank,pval,pval.fdr,selected,shared name,size,t,TF,
"0,240828","4,811672","-4,364765",5901,"0,1428571",8,"-40,46166","8,95E-146",FOXK1,"0,2857413",FOXK1,"2,63982","0,0712786","-6,985797","0,008295012","0,3561365",FAUX,FOXK1,13,"1,853012",TF,"-1,45E+02"
"0,6354651","4,912208","-5,596324",0,1,1,"-40,46166","1,01E-08",FOXN2,"0,1249161",FOXN2,"1,316107","0,40445","-7,709921","0,1881381","0,4939662",FAUX,FOXN2,25,"0,8426352",TF,"-7,99E+00"
"0,2391024","2,074227","-4,225499",0,0,1,"-40,46166","-1,08E-09",FPGT,"0,3654071",FPGT,0,"0,05978253","-7,635489",1,1,FAUX,FPGT,0,"1,937461",Gene,Err :502
"0,8016901","-7,523839","-5,817365",0,0,1,"-40,46166","3,15E-141",FTL,"0,07582607",FTL,0,"0,6262501","-7,514291",1,1,FAUX,FTL,0,"0,490805",Gene,"-1,41E+02"
"0,1252223","7,09744","-2,772189",0,0,1,"-40,46166","-7,97E-142",FURIN,"-0,5909174",FURIN,0,"0,01030962","-7,619674",1,1,FAUX,FURIN,0,"-2,692611",Gene,Err :502
"0,6165804","2,436653","-5,564996",1970,0,2,"-40,46166","1,56E-21",FUT11,"0,2808153",FUT11,0,"0,3833347","-7,320001",1,1,FAUX,FUT11,0,"0,8814745",Gene,"-2,08E+01"
"0,2373169","-0,08223558","-4,079884",0,0,1,"-40,46166","6,34E-09",FUT2,"1,057032",FUT2,0,"0,04983836","-7,585252",1,1,FAUX,FUT2,0,"2,022663",Gene,"-8,20E+00"
"0,1578305","7,69315","-3,273755",0,0,1,"-40,46166","2,37E-140",FXR1,"0,4317138",FXR1,0,"0,01869005","-7,577432",1,1,FAUX,FXR1,0,"2,451641",Gene,"-1,40E+02"
"0,112444","0,6856458","-2,536228",0,0,1,"-40,46166","6,36E-141",G0S2,"-2,895224",G0S2,0,"0,007814444","-7,517237",1,1,FAUX,G0S2,0,"-2,801031",Gene,"-1,40E+02"
"0,8983424","7,038092","-5,895905",0,0,1,"-40,46166","-3,26E-141",G6PD,"-0,05956409",G6PD,0,"0,7847796","-7,602096",1,1,FAUX,G6PD,0,"-0,27494",Gene,Err :502
"0,723892","3,830629","-5,728215",0,0,1,"-40,46166","-1,72E-13",GADD45G,"0,1032964",GADD45G,0,"0,5160379","-7,60756",1,1,FAUX,GADD45G,0,"0,6552894",Gene,Err :502
"0,1300259","6,453898","-2,844457",0,0,1,"-40,46166","1,63E-140",GALNT11,"0,4419437",GALNT11,0,"0,01122639","-7,608945",1,1,FAUX,GALNT11,0,"2,658823",Gene,"-1,40E+02"
"0,2391024","4,965677","-4,291797",0,0,1,"-40,46166","1,67E-16",GALNT12,"-0,3077467",GALNT12,0,"0,06498755","-7,409732",1,1,FAUX,GALNT12,0,"-1,897644",Gene,"-1,58E+01"
"0,07403359","-0,9628061","-1,496012",0,0,1,"-40,46166","-3,44E-40",GALNT6,"-3,423801",GALNT6,0,"0,00233754","-7,094736",1,1,FAUX,GALNT6,0,"-3,251199",Gene,Err :502
"0,3944773","5,390201","-5,020816",0,0,1,"-40,46166","-8,99E-14",GAN,"0,2087181",GAN,0,"0,1693145","-7,514291",1,1,FAUX,GAN,0,"1,399726",Gene,Err :502
"0,1383955","0,9949404","-2,973035",0,0,1,"-40,46166","7,64E-34",GAS2,"-1,622405",GAS2,0,"0,01306904","-7,355749",1,1,FAUX,GAS2,0,"-2,597977",Gene,"-3,31E+01"
"0,06145174","3,367514","-0,9888886","45198,19","0,002906977",25,"-40,46166","1,31E-140",GATA1,"-2,147954",GATA1,"-2,502332","0,001305905","-7,659359","0,01233782","0,3770945",FAUX,GATA1,36,"-3,458216",TF,"-1,40E+02"
"0,8017668","3,771802","-5,817474","3708,478","0,02083333",4,"-40,46166","-1,21E-140",GATA3,"-0,393565",GATA3,"-1,0415","0,6264136","-7,459127","0,2976434","0,5556161",FAUX,GATA3,25,"-0,4905719",TF,Err :502
"0,4867442","-3,022305","-5,294019","1012,621","0,5",2,"-40,46166","1,07E-10",GATA6,"-0,9802811",GATA6,"-1,355542","0,2502537","-7,709921","0,1752448","0,4831094",FAUX,GATA6,9,"-1,166691",TF,"-9,97E+00"
"0,08721216","6,319378","-1,922131",0,"0,3333333",2,"-40,46166","-1,78E-17",GATAD2B,"0,3817519",GATAD2B,"1,487384","0,003823063","-6,907507","0,1369133","0,4716499",FAUX,GATAD2B,15,"3,071543",TF,Err :502
"0,2001331","-7,526282","-3,777422",0,0,1,"-40,46166","-1,71E-140",GCAT,"0,3212601",GCAT,0,"0,03433712","-7,619269",1,1,FAUX,GCAT,0,"2,19112",Gene,Err :502
"0,3560901","-4,6791","-4,885892",0,0,1,"-40,46166","-1,25E-140",GCH1,"0,9553238",GCH1,0,"0,1407903","-7,46046",1,1,FAUX,GCH1,0,"1,502668",Gene,Err :502
"0,267341","4,042573","-4,505504",0,0,1,"-40,46166","2,85E-10",GCHFR,"-0,4577675",GCHFR,0,"0,08532964","-7,628341",1,1,FAUX,GCHFR,0,"-1,764292",Gene,"-9,54E+00"
"0,1060928","4,358014","-2,391087",0,0,1,"-40,46166","-1,13E-15",GDE1,"-0,4785324",GDE1,0,"0,006594597","-7,355749",1,1,FAUX,GDE1,0,"-2,866388",Gene,Err :502
"0,1525918","-0,897024","-3,192797",0,0,1,"-40,46166","8,93E-141",GDF1,"-1,941918",GDF1,0,"0,01696817","-7,436465",1,1,FAUX,GDF1,0,"-2,491631",Gene,"-1,40E+02"
"0,5783145","-2,383191","-5,494597",0,0,1,"-40,46166","-5,52E-141",GFRA2,"-0,7652017",GFRA2,0,"0,3412033","-7,378372",1,1,FAUX,GFRA2,0,"-0,9632791",Gene,Err :502
"0,112535","6,414274","-2,541394",0,0,1,"-40,46166","1,20E-14",GGA3,"0,3111747",GGA3,0,"0,007861866","-7,595318",1,1,FAUX,GGA3,0,"2,798687",Gene,"-1,39E+01"
"0,2391024","2,753621","-4,281892",6860,0,2,"-40,46166","-3,17E-141",GGCT,"0,4608745",GGCT,0,"0,06418024","-7,491211",1,1,FAUX,GGCT,0,"1,903636",Gene,Err :502
"0,1673862","2,739653","-3,395728",0,0,1,"-40,46166","5,49E-16",GGPS1,"0,3840546",GGPS1,0,"0,02163119","-7,578708",1,1,FAUX,GGPS1,0,"2,390488",Gene,"-1,53E+01"
"0,9297711","2,319347","-5,913637",0,0,1,"-40,46166","-3,44E-24",GIN1,"0,04280382",GIN1,0,"0,8456873","-7,355749",1,1,FAUX,GIN1,0,"0,1958927",Gene,Err :502
"0,1425443","-0,2572088","-3,033666",0,0,1,"-40,46166","1,33E-140",GJA9,"0,7821129",GJA9,0,"0,01404273","-7,517237",1,1,FAUX,GJA9,0,"2,568944",Gene,"-1,40E+02"
"0,1024459","-1,788429","-2,297655",0,0,1,"-40,46166","1,09E-140",GJB6,"-2,85925",GJB6,0,"0,005913627","-7,599873",1,1,FAUX,GJB6,0,"-2,907966",Gene,"-1,40E+02"
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","-1,12E-15",GK3P,"0,1641706",GK3P,0,"0,07042984","-7,396848",1,1,FAUX,GK3P,0,"1,858833",Gene,Err :502
"0,2892077","3,974828","-4,605942",0,0,1,"-40,46166","-1,75E-17",GKAP1,"0,2781742",GKAP1,0,"0,09717162","-7,577432",1,1,FAUX,GKAP1,0,"1,698604",Gene,Err :502
"0,04234407","5,853003","1,630432",0,0,1,"-40,46166","1,89E-140",GLIPR1L1,"0,8710061",GLIPR1L1,0,"6,65E-05","-7,595318",1,1,FAUX,GLIPR1L1,0,"4,453022",Gene,"-1,40E+02"
"0,2547876","6,950717","-4,438406",0,0,1,"-40,46166","-4,52E-141",GLS2,"0,3180616",GLS2,0,"0,07829204","-7,619674",1,1,FAUX,GLS2,0,"1,807044",Gene,Err :502
"0,8688062","2,057335","-5,878136",0,0,1,"-40,46166","6,64E-14",GLTPD2,"0,0525428",GLTPD2,0,"0,738596","-7,588741",1,1,FAUX,GLTPD2,0,"0,3360448",Gene,"-1,32E+01"
"0,6789287","4,003093","-5,667196",0,0,1,"-40,46166","2,23E-16",GLYCTK,"0,1622939",GLYCTK,0,"0,4590514","-7,595318",1,1,FAUX,GLYCTK,0,"0,7476485",Gene,"-1,57E+01"
"0,1456932","6,564198","-3,097098",1971,"0,3333333",3,"-40,46166","7,37E-09",GLYR1,"0,2048064",GLYR1,"1,678065","0,01514125","-7,709921","0,09333449","0,4625362",FAUX,GLYR1,17,"2,538324",TF,"-8,13E+00"
"0,1469658","4,671547","-3,124018",9805,"0,1428571",7,"-40,46166","-2,15E-140",GMEB1,"0,2653479",GMEB1,"2,128555","0,01563375","-7,709921","0,03329106","0,4466006",FAUX,GMEB1,27,"2,525251",TF,Err :502
"0,1213586","5,467566","-2,716508",0,0,1,"-40,46166","2,88E-141",GMPR,"0,3018886",GMPR,0,"0,009655678","-7,610918",1,1,FAUX,GMPR,0,"2,718452",Gene,"-1,41E+02"
"0,05298884","4,89185","-0,2389745",0,0,1,"-40,46166","1,13E-15",GMPR2,"-2,157231",GMPR2,0,"5,55E-04","-7,355749",1,1,FAUX,GMPR2,0,"-3,753658",Gene,"-1,49E+01"
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","2,14E-17",GNAS,"0,1641706",GNAS,0,"0,07042984","-7,355749",1,1,FAUX,GNAS,0,"1,858833",Gene,"-1,67E+01"
"0,1488302","5,878439","-3,155151",0,0,1,"-40,46166","3,30E-141",GNL3L,"0,475655",GNL3L,0,"0,01622389","-7,45549",1,1,FAUX,GNL3L,0,"2,510072",Gene,"-1,40E+02"
"0,4139263","5,380379","-5,086354",0,0,1,"-40,46166","-7,71E-136",GNLY,"-1,153307",GNLY,0,"0,1855121","-7,595318",1,1,FAUX,GNLY,0,"-1,347191",Gene,Err :502
"0,0991943","6,4385","-2,23731",0,0,1,"-40,46166","-3,17E-14",GNPAT,"0,3385127",GNPAT,0,"0,005512229","-7,517237",1,1,FAUX,GNPAT,0,"2,934624",Gene,Err :502
"0,06373325","7,796105","-1,125823","5289,462",0,2,"-40,46166","9,16E-130",GNPTAB,"0,608812",GNPTAB,0,"0,001527762","-7,504796",1,1,FAUX,GNPTAB,0,"3,402963",Gene,"-1,29E+02"
"0,6125151","1,030917","-5,557744",0,0,1,"-40,46166","2,11E-136",GNRH1,"0,214076",GNRH1,0,"0,3786712","-7,48638",1,1,FAUX,GNRH1,0,"0,8902337",Gene,"-1,36E+02"
"0,2896598","4,918007","-4,608493",0,0,1,"-40,46166","7,50E-151",GOLGA1,"0,2218853",GOLGA1,0,"0,09749469","-7,094736",1,1,FAUX,GOLGA1,0,"1,696908",Gene,"-1,50E+02"
"0,08571134","7,056732","-1,853446",0,0,1,"-40,46166","9,83E-137",GOLGB1,"0,5118643",GOLGB1,0,"0,003530913","-7,517237",1,1,FAUX,GOLGB1,0,"3,1009",Gene,"-1,36E+02"
"0,1687322","6,170689","-3,408431",0,0,1,"-40,46166","8,40E-16",GOLPH3L,"0,3026961",GOLPH3L,0,"0,02196378","-7,552918",1,1,FAUX,GOLPH3L,0,"2,384053",Gene,"-1,51E+01"
"0,09059357","7,964294","-2,023682","10722,3",0,3,"-40,46166","-3,64E-16",GON4L,"0,3403584",GON4L,0,"0,004300542","-7,387606",1,1,FAUX,GON4L,0,"3,027834",Gene,Err :502
"0,1364458","4,094302","-2,948785",0,0,1,"-40,46166","3,02E-136",GORAB,"0,4054738",GORAB,0,"0,01269922","-7,577432",1,1,FAUX,GORAB,0,"2,609527",Gene,"-1,36E+02"
"0,1339927","4,699809","-2,903193",10736,0,2,"-40,46166","-8,49E-137",GOSR1,"0,2893723",GOSR1,0,"0,01203269","-7,311783",1,1,FAUX,GOSR1,0,"2,631146",Gene,Err :502
"0,3308873","-0,7695241","-4,785399",0,0,1,"-40,46166","7,51E-15",GPNMB,"-1,552569",GPNMB,0,"0,1230419","-7,610918",1,1,FAUX,GPNMB,0,"-1,575446",Gene,"-1,41E+01"
"0,2182681","3,083635","-3,928984",0,0,1,"-40,46166","-4,52E-17",GPR171,"0,832583",GPR171,0,"0,04135092","-7,613352",1,1,FAUX,GPR171,0,"2,108029",Gene,Err :502
"0,9564814","2,909262","-5,924351",0,0,1,"-40,46166","-4,32E-136",GPR183,"-0,02636859",GPR183,0,"0,9002769","-7,552918",1,1,FAUX,GPR183,0,"-0,1261108",Gene,Err :502
"0,0590655","-0,5781739","-0,8459007",0,0,1,"-40,46166","-1,40E-136",GPR65,"0,9274894",GPR65,0,"0,001108781","-7,660997",1,1,FAUX,GPR65,0,"3,515445",Gene,Err :502
"0,1456757","0,9474081","-3,091948",0,0,1,"-40,46166","2,98E-130",GPR84,"-2,11585",GPR84,0,"0,01504885","-7,610918",1,1,FAUX,GPR84,0,"-2,54082",Gene,"-1,30E+02"
"0,9396895","2,791247","-5,918176",0,0,1,"-40,46166","1,36E-136",GPT,"-0,1289404",GPT,0,"0,8659785","-7,355749",1,1,FAUX,GPT,0,"-0,1698589",Gene,"-1,36E+02"
"0,05172366","1,018922","-0,07627581",0,0,1,"-40,46166","-7,11E-137",GREB1,"0,7853576",GREB1,0,"4,61E-04","-7,659359",1,1,FAUX,GREB1,0,"3,816372",Gene,Err :502
"0,08721216","-0,9735539","-1,927529","29923,45","0,06666667",15,"-40,46166","-2,91E-09",GRHL1,"-1,867973",GRHL1,"-2,048966","0,003847036","-7,709921","0,04046542","0,4466006",FAUX,GRHL1,22,"-3,069229",TF,Err :502
"0,3235279","6,035054","-4,757851",0,0,1,"-40,46166","1,25E-136",GSDMD,"0,2339405",GSDMD,0,"0,1186208","-7,409732",1,1,FAUX,GSDMD,0,"1,594886",Gene,"-1,36E+02"
"0,0481758","0,2392314","0,1959363",0,0,1,"-40,46166","3,55E-136",GSTM3,"-2,510194",GSTM3,0,"3,38E-04","-7,552918",1,1,FAUX,GSTM3,0,"-3,920359",Gene,"-1,35E+02"
"0,4147066","6,077466","-5,088547",0,0,1,"-40,46166","8,21E-11",GTF2F1,"0,203077",GTF2F1,0,"0,1860842","-7,659359",1,1,FAUX,GTF2F1,0,"1,345401",Gene,"-1,01E+01"
"0,4668413","7,024536","-5,240755",986,"0,5",2,"-40,46166","3,85E-16",GTF2IRD1,"-0,533882",GTF2IRD1,"-1,818692","0,2313723","-7,709921","0,06895847","0,4526919",FAUX,GTF2IRD1,15,"-1,215338",TF,"-1,54E+01"
"0,2780083","6,179415","-4,555583",0,0,1,"-40,46166","-3,20E-136",GTF3C2,"0,2674721",GTF3C2,0,"0,09102605","-7,613628",1,1,FAUX,GTF3C2,0,"1,731804",Gene,Err :502
"0,2391024","5,144814","-4,348587",0,0,1,"-40,46166","2,75E-136",GTF3C4,"0,2914119",GTF3C4,0,"0,06982978","-7,561041",1,1,FAUX,GTF3C4,0,"1,862984",Gene,"-1,36E+02"
"0,1568226","5,760662","-3,259455",0,0,1,"-40,46166","2,39E-11",GTF3C5,"0,363465",GTF3C5,0,"0,01837331","-7,552918",1,1,FAUX,GTF3C5,0,"2,458739",Gene,"-1,06E+01"
"0,3938982","3,233525","-5,017782",0,0,1,"-40,46166","2,15E-136",GXYLT1,"0,2863698",GXYLT1,0,"0,168605","-7,517237",1,1,FAUX,GXYLT1,0,"1,402115",Gene,"-1,36E+02"
"0,4096404","5,719655","-5,070022",0,0,1,"-40,46166","-4,78E-18",GYG1,"-0,339433",GYG1,0,"0,1813146","-7,610918",1,1,FAUX,GYG1,0,"-1,360454",Gene,Err :502
"0,1040708","4,231283","-2,325276","39623,96",0,3,"-40,46166","-6,76E-136",GYPA,"-3,182363",GYPA,0,"0,006107147","-7,454423",1,1,FAUX,GYPA,0,"-2,895713",Gene,Err :502
"0,1093539","1,6662","-2,463606",0,0,1,"-40,46166","3,22E-24",GYPB,"-2,394499",GYPB,0,"0,007177762","-7,094736",1,1,FAUX,GYPB,0,"-2,833853",Gene,"-2,35E+01"
"0,1328397","1,704778","-2,888032",0,0,1,"-40,46166","3,64E-16",GYPE,"-1,823923",GYPE,0,"0,01181906","-7,619674",1,1,FAUX,GYPE,0,"-2,638309",Gene,"-1,54E+01"
"0,4006848","2,199391","-5,042151",0,0,1,"-40,46166","-3,82E-18",GZMK,"-1,249546",GZMK,0,"0,1744019","-7,577432",1,1,FAUX,GZMK,0,"-1,382822",Gene,Err :502
"0,8996241","6,656347","-5,896752",0,0,1,"-40,46166","-3,60E-136",H6PD,"-0,0963162",H6PD,0,"0,787261","-7,517237",1,1,FAUX,H6PD,0,"-0,2716884",Gene,Err :502
"0,04979286","4,044154","0,03268301",0,0,1,"-40,46166","8,76E-137",HBA1,"-3,960593",HBA1,0,"4,07E-04","-7,595318",1,1,FAUX,HBA1,0,"-3,858132",Gene,"-1,36E+02"
"0,1894945","-1,887308","-3,659283",986,0,2,"-40,46166","-4,27E-27",HBB,"-1,800491",HBB,0,"0,02973584","-6,987968",1,1,FAUX,HBB,0,"-2,254241",Gene,Err :502
"0,1292448","13,5038","-2,835031",0,0,1,"-40,46166","-1,33E-27",HBBP1,"-2,820294",HBBP1,0,"0,01110225","-7,094736",1,1,FAUX,HBBP1,0,"-2,663246",Gene,Err :502
"0,1213586","3,730055","-2,715062",0,0,1,"-40,46166","-4,60E-136",HBM,"-2,888845",HBM,0,"0,009639281","-7,63862",1,1,FAUX,HBM,0,"-2,71912",Gene,Err :502
"0,06995214","0,8567577","-1,374847",4914,0,3,"-40,46166","1,93E-24",HBQ1,"-1,99047",HBQ1,0,"0,002033392","-6,848281",1,1,FAUX,HBQ1,0,"-3,301279",Gene,"-2,37E+01"
"0,2237578","6,424742","-3,981255",0,0,1,"-40,46166","-9,27E-14",HDAC7,"0,3145426",HDAC7,0,"0,04410473","-7,595318",1,1,FAUX,HDAC7,0,"2,078773",Gene,Err :502
"0,09834124","4,714165","-2,219213",0,0,1,"-40,46166","-2,57E-13",HDHD2,"0,8202613",HDHD2,0,"0,00539733","-7,578708",1,1,FAUX,HDHD2,0,"2,94259",Gene,Err :502
"0,3729543","-1,699939","-4,950007",0,1,1,"-40,46166","1,46E-16",HDX,"-1,096708",HDX,"-0,7709916","0,1536045","-7,709921","0,4407119","0,6395552",FAUX,HDX,21,"-1,454562",TF,"-1,58E+01"
"0,2391024","6,556367","-4,332365",0,0,1,"-40,46166","-8,17E-137",HEATR1,"0,284141",HEATR1,0,"0,06840851","-7,628341",1,1,FAUX,HEATR1,0,"1,872939",Gene,Err :502
"0,222486","4,619633","-3,971743",126,0,2,"-40,46166","6,33E-137",HEATR6,"0,3455969",HEATR6,0,"0,0435897","-7,297505",1,1,FAUX,HEATR6,0,"2,08412",Gene,"-1,36E+02"
"0,1459158","0,542877","-3,10243","47428,5","0,01020408",15,"-40,46166","-4,56E-11",HES6,"-1,788083",HES6,"-1,816537","0,01523751","-7,60756","0,06928801","0,4526919",FAUX,HES6,25,"-2,535739",TF,Err :502
"0,7592766","-4,627735","-5,772742",0,"0,06666667",2,"-40,46166","-2,20E-15",HEY1,"-0,3965632",HEY1,"-0,6073031","0,5659039","-7,409732","0,5436498","0,7089173",FAUX,HEY1,4,"-0,5789048",TF,Err :502
"0,1023972","5,094542","-2,289194","18177,49",0,3,"-40,46166","1,12E-15",HGS,"0,492648",HGS,0,"0,005855602","-7,20277",1,1,FAUX,HGS,0,"2,911713",Gene,"-1,50E+01"
"0,04234407","4,858618","1,415508",18392,0,2,"-40,46166","-7,06E-137",HIBCH,"0,6832724",HIBCH,0,"8,49E-05","-7,406735",1,1,FAUX,HIBCH,0,"4,374554",Gene,Err :502
"0,2723425","4,106466","-4,527813",4,"0,5",2,"-40,46166","9,78E-16",HINFP,"0,2593817",HINFP,"1,328901","0,08781817","-7,709921","0,1838805","0,491579",FAUX,HINFP,20,"1,749883",TF,"-1,50E+01"
"0,3187883","5,511515","-4,738254",0,0,1,"-40,46166","2,94E-136",HK3,"-1,569616",HK3,0,"0,1155825","-7,01294",1,1,FAUX,HK3,0,"-1,608591",Gene,"-1,36E+02"
"0,5139662","1,755562","-5,358333",0,0,1,"-40,46166","-3,87E-11",HLA-L,"-0,4734991",HLA-L,0,"0,2756386","-7,565419",1,1,FAUX,HLA-L,0,"-1,10531",Gene,Err :502
"0,1041028","4,33556","-2,331874",0,0,1,"-40,46166","4,77E-15",HLCS,"0,5126764",HLCS,0,"0,006154316","-7,588413",1,1,FAUX,HLCS,0,"2,892782",Gene,"-1,43E+01"
"0,9838528","-1,876995","-5,930818",3,"0,3333333",3,"-40,46166","1,58E-136",HLF,"0,04611592",HLF,"-2,038267","0,9615972","-7,709921","0,0415232","0,4466006",FAUX,HLF,19,"0,04845239",TF,"-1,36E+02"
"0,06424895","4,893919","-1,150178",1971,"0,3333333",3,"-40,46166","8,34E-14",HMG20A,"0,4836166",HMG20A,"2,089556","0,001571033","-7,709921","0,03665771","0,4466006",FAUX,HMG20A,9,"3,393088",TF,"-1,31E+01"
"0,1122507","5,783102","-2,530337",0,0,1,"-40,46166","2,14E-15",HMGCR,"0,4462919",HMGCR,0,"0,007760716","-7,673345",1,1,FAUX,HMGCR,0,"2,803703",Gene,"-1,47E+01"
"0,0803404","5,7219","-1,679074",15,"0,1666667",7,"-40,46166","-1,66E-32",HMGN3,"0,8717201",HMGN3,"2,246093","0,002886646","-6,966429","0,02469807","0,4466006",FAUX,HMGN3,11,"3,174722",TF,Err :502
"0,9185388","-4,404789","-5,908409",0,0,1,"-40,46166","1,80E-14",HNRNPA3,"0,1652724",HNRNPA3,0,"0,8253438","-7,572955",1,1,FAUX,HNRNPA3,0,"0,222131",Gene,"-1,37E+01"
"0,1253862","3,3447","-2,777007",0,0,1,"-40,46166","1,74E-15",HOOK2,"0,5306501",HOOK2,0,"0,01036828","-7,53624",1,1,FAUX,HOOK2,0,"2,690367",Gene,"-1,48E+01"
"0,1430231","-2,08534","-3,042681",0,"0,3333333",2,"-40,46166","-1,60E-11",HOXA11,"2,800332",HOXA11,"2,099992","0,01419372","-6,907507","0,03572951","0,4466006",FAUX,HOXA11,6,"2,564608",TF,Err :502
"0,1234805","0,976243","-2,746361",0,"0,04166667",4,"-0,6632838","5,17E-145",HOXB2,"-2,201159",HOXB2,"-1,939149","0,01000084","-6,352361","0,05248315","0,4526919",FAUX,HOXB2,24,"-2,704617",TF,"-1,44E+02"
"0,3631678","2,092286","-4,91662","0,6666667","0,04166667",5,"-0,6632838","-8,48E-24",HOXB3,"-1,488002",HOXB3,"-1,399578","0,146775","-6,198521","0,1616399","0,4767552",FAUX,HOXB3,24,"-1,479786",TF,Err :502
"0,3337927","1,323247","-4,797988",0,"0,03571429",2,"-1,233182","-4,86E-137",HOXB4,"-1,405668",HOXB4,"-0,496876","0,1251226","-7,057032","0,6192765","0,7456339",FAUX,HOXB4,15,"-1,566492",TF,Err :502
"0,1807855","-1,98863","-3,556574","11,33333","0,05555556",7,"-0,1543795","2,31E-150",HOXB5,"-2,774701",HOXB5,"-2,071707","0,0262566","-6,243312","0,03829273","0,4466006",FAUX,HOXB5,13,"-2,308048",TF,"-1,50E+02"
"0,1657737","-1,384818","-3,374439",35,"0,06666667",12,0,"5,90E-24",HOXB6,"-3,158966",HOXB6,"-1,616626","0,0210854","-5,642166","0,105959","0,4625362",FAUX,HOXB6,17,"-2,401242",TF,"-2,32E+01"
"0,8765516","-4,069412","-5,883188",0,"0,04",2,"-1,078803","-2,98E-15",HOXB7,"-0,2980061",HOXB7,"-1,323306","0,7507439","-7,036904","0,1857335","0,4929204",FAUX,HOXB7,4,"-0,3198569",TF,Err :502
"0,5112862","-2,518844","-5,351194","57794,39","0,05",4,"-40,46166","-5,66E-136",HOXC4,"-0,9068663",HOXC4,"-1,159559","0,2726677","-7,709921","0,2462285","0,535917",FAUX,HOXC4,52,"-1,11228",TF,Err :502
"0,7133697","-0,5971649","-5,714462",0,0,1,"-40,46166","-1,47E-135",HSD11B1,"-0,3062354",HSD11B1,0,"0,5021967","-7,654802",1,1,FAUX,HSD11B1,0,"-0,6771776",Gene,Err :502
"0,1637804","2,939369","-3,355682",3,"0,3333333",3,"-40,46166","8,72E-10",HSF4,"0,6969374",HSF4,"2,883738","0,02061627","-7,709921","0,00392986","0,3212745",FAUX,HSF4,9,"2,41069",TF,"-9,06E+00"
"0,3609374","-0,429583","-4,906642",0,0,1,"-40,46166","4,09E-136",HSP90AB2P,"0,5964777",HSP90AB2P,0,"0,1448008","-7,613352",1,1,FAUX,HSP90AB2P,0,"1,487251",Gene,"-1,35E+02"
"0,1667444","2,13198","-3,386287",5886,0,2,"-40,46166","-1,18E-135",HSPA6,"-1,815645",HSPA6,0,"0,02138737","-7,290543",1,1,FAUX,HSPA6,0,"-2,395261",Gene,Err :502
"0,337974","1,430904","-4,816034",0,0,1,"-40,46166","1,38E-135",HTR1F,"1,215182",HTR1F,0,"0,1281737","-7,397088",1,1,FAUX,HTR1F,0,"1,553577",Gene,"-1,35E+02"
"0,1807855","4,569113","-3,561375",0,0,1,"-40,46166","2,24E-136",IDH3A,"0,3565683",IDH3A,0,"0,02640942","-7,53876",1,1,FAUX,IDH3A,0,"2,305555",Gene,"-1,36E+02"
"0,1678022","3,631006","-3,400021",0,0,1,"-40,46166","4,89E-15",IFIT1,"-2,407043",IFIT1,0,"0,021743","-7,608945",1,1,FAUX,IFIT1,0,"-2,388315",Gene,"-1,43E+01"
"0,4397794","5,345746","-5,165904",0,0,1,"-40,46166","6,29E-131",IFNAR2,"0,2137071",IFNAR2,0,"0,2076474","-7,46046",1,1,FAUX,IFNAR2,0,"1,280811",Gene,"-1,30E+02"
"0,08466883","3,059528","-1,803241",0,0,1,"-40,46166","1,75E-136",IFT27,"0,6646431",IFT27,0,"0,003331762","-7,629745",1,1,FAUX,IFT27,0,"3,122257",Gene,"-1,36E+02"
"0,1547393","3,728328","-3,226379",0,0,1,"-40,46166","4,92E-136",IFT88,"0,3856372",IFT88,0,"0,01766169","-7,48638",1,1,FAUX,IFT88,0,"2,475099",Gene,"-1,35E+02"
"0,1612041","0,8376443","-3,327942",0,0,1,"-40,46166","-5,51E-12",IGFBP2,"-2,312407",IGFBP2,0,"0,01994215","-7,036904",1,1,FAUX,IGFBP2,0,"-2,424611",Gene,Err :502
"0,8502293","5,236684","-5,863637",0,0,1,"-40,46166","6,11E-12",IGHMBP2,"0,05962696",IGHMBP2,0,"0,7069131","-7,552918",1,1,FAUX,IGHMBP2,0,"0,3787042",Gene,"-1,12E+01"
"0,2391024","3,273631","-4,131783",0,0,1,"-40,46166","-2,05E-137",IGSF6,"-1,097997",IGSF6,0,"0,05316569","-7,613628",1,1,FAUX,IGSF6,0,"-1,992634",Gene,Err :502
"0,2215548","6,948177","-3,962125",0,0,1,"-40,46166","2,72E-14",IKBKB,"0,2679508",IKBKB,0,"0,04307529","-7,514291",1,1,FAUX,IKBKB,0,"2,089517",Gene,
"0,5246734","3,362405","-5,383196",1,"0,5",3,"-40,46166","2,53E-24",IKZF4,"-0,9426875",IKZF4,"-1,790979","0,286308","-6,646494","0,07329659","0,4526919",FAUX,IKZF4,15,"-1,080711",TF,
"0,5192082","7,551055","-5,370133",0,0,1,"-40,46166","-2,11E-135",IL10RB,"-0,5110934",IL10RB,0,"0,2806387","-7,355749",1,1,FAUX,IL10RB,0,"-1,0937",Gene,
"0,312321","-1,264421","-4,711023",0,0,1,"-40,46166","-2,27E-20",IL15RA,"-1,004268",IL15RA,0,"0,1115019","-7,46046",1,1,FAUX,IL15RA,0,"-1,627467",Gene,
