"data.key.column","interaction","likelihood","mor","name","selected","shared interaction","shared name","source","state","target"
"345849","interacts with","1","0.8922598","ETS1 (interacts with) EVC2","false","interacts with","ETS1 (interacts with) EVC2","ETS1","activation","EVC2"
"345852","interacts with","1","0.99962","ETS1 (interacts with) KIR3DL1","false","interacts with","ETS1 (interacts with) KIR3DL1","ETS1","activation","KIR3DL1"
"345855","interacts with","1","-0.7463722","ETS1 (interacts with) DLGAP2","false","interacts with","ETS1 (interacts with) DLGAP2","ETS1","inhibition","DLGAP2"
"345858","interacts with","1","0.993328","ETS1 (interacts with) MOCS1","false","interacts with","ETS1 (interacts with) MOCS1","ETS1","activation","MOCS1"
"345861","interacts with","1","0.2289254","ETS2 (interacts with) HPN","false","interacts with","ETS2 (interacts with) HPN","ETS2","activation","HPN"
"345864","interacts with","1","-0.1461971","ETS2 (interacts with) CARD14","false","interacts with","ETS2 (interacts with) CARD14","ETS2","inhibition","CARD14"
"345867","interacts with","1","0.9829384","ETV1 (interacts with) CDHR1","false","interacts with","ETV1 (interacts with) CDHR1","ETV1","activation","CDHR1"
"345870","interacts with","1","0.9705074","ETV1 (interacts with) LPIN3","false","interacts with","ETV1 (interacts with) LPIN3","ETV1","activation","LPIN3"
"345873","interacts with","1","-0.7267792","ETV1 (interacts with) ST6GALNAC1","false","interacts with","ETV1 (interacts with) ST6GALNAC1","ETV1","inhibition","ST6GALNAC1"
"345876","interacts with","1","0.3641835","ETV1 (interacts with) ETV4","false","interacts with","ETV1 (interacts with) ETV4","ETV1","activation","ETV4"
"345879","interacts with","1","0.8347686","ETV1 (interacts with) CLEC4E","false","interacts with","ETV1 (interacts with) CLEC4E","ETV1","activation","CLEC4E"
"345882","interacts with","1","0.9586571","ETV4 (interacts with) ARID5A","false","interacts with","ETV4 (interacts with) ARID5A","ETV4","activation","ARID5A"
"345885","interacts with","1","-0.01700629","ETV4 (interacts with) NCKAP5L","false","interacts with","ETV4 (interacts with) NCKAP5L","ETV4","inhibition","NCKAP5L"
"345888","interacts with","1","0.9810424","ETV4 (interacts with) RPS11","false","interacts with","ETV4 (interacts with) RPS11","ETV4","activation","RPS11"
"345891","interacts with","1","-0.6372299","ETV4 (interacts with) PIK3R2","false","interacts with","ETV4 (interacts with) PIK3R2","ETV4","inhibition","PIK3R2"
"345894","interacts with","1","-0.9614119","ETV4 (interacts with) NEDD4","false","interacts with","ETV4 (interacts with) NEDD4","ETV4","inhibition","NEDD4"
"345897","interacts with","1","0.9806187","ETV4 (interacts with) BTF3L4","false","interacts with","ETV4 (interacts with) BTF3L4","ETV4","activation","BTF3L4"
"345900","interacts with","1","0.9813027","ETV4 (interacts with) MYL12A","false","interacts with","ETV4 (interacts with) MYL12A","ETV4","activation","MYL12A"
"345903","interacts with","1","0.4540182","ETV4 (interacts with) FUZ","false","interacts with","ETV4 (interacts with) FUZ","ETV4","activation","FUZ"
"345906","interacts with","1","0.8321982","ETV4 (interacts with) NDUFV3","false","interacts with","ETV4 (interacts with) NDUFV3","ETV4","activation","NDUFV3"
"345909","interacts with","1","-0.2908901","ETV4 (interacts with) CD69","false","interacts with","ETV4 (interacts with) CD69","ETV4","inhibition","CD69"
"345912","interacts with","1","0.3641835","ETV4 (interacts with) ETV1","false","interacts with","ETV4 (interacts with) ETV1","ETV4","activation","ETV1"
"345915","interacts with","1","0.1027294","ETV4 (interacts with) GNLY","false","interacts with","ETV4 (interacts with) GNLY","ETV4","activation","GNLY"
"345918","interacts with","1","0.4365285","ETV4 (interacts with) PLD6","false","interacts with","ETV4 (interacts with) PLD6","ETV4","activation","PLD6"
"345921","interacts with","1","0.3813883","ETV4 (interacts with) RNF6","false","interacts with","ETV4 (interacts with) RNF6","ETV4","activation","RNF6"
"345924","interacts with","1","0.7372915","ETV4 (interacts with) CSNK2B","false","interacts with","ETV4 (interacts with) CSNK2B","ETV4","activation","CSNK2B"
"345927","interacts with","1","0.8525701","ETV6 (interacts with) ZNF45","false","interacts with","ETV6 (interacts with) ZNF45","ETV6","activation","ZNF45"
"345930","interacts with","1","-0.9863864","ETV6 (interacts with) SASH3","false","interacts with","ETV6 (interacts with) SASH3","ETV6","inhibition","SASH3"
"345933","interacts with","1","0.1497548","ETV7 (interacts with) TNXB","false","interacts with","ETV7 (interacts with) TNXB","ETV7","activation","TNXB"
"345936","interacts with","1","0.2576613","ETV7 (interacts with) PEAR1","false","interacts with","ETV7 (interacts with) PEAR1","ETV7","activation","PEAR1"
"345939","interacts with","1","0.9990478","FLI1 (interacts with) SNX16","false","interacts with","FLI1 (interacts with) SNX16","FLI1","activation","SNX16"
"345942","interacts with","1","0.2918423","FLI1 (interacts with) KLHL9","false","interacts with","FLI1 (interacts with) KLHL9","FLI1","activation","KLHL9"
"345945","interacts with","1","-0.05323882","FLI1 (interacts with) ACVRL1","false","interacts with","FLI1 (interacts with) ACVRL1","FLI1","inhibition","ACVRL1"
"345948","interacts with","1","0.797197","FLI1 (interacts with) PKD1L3","false","interacts with","FLI1 (interacts with) PKD1L3","FLI1","activation","PKD1L3"
"345951","interacts with","1","-0.9308051","FLI1 (interacts with) LAMA4","false","interacts with","FLI1 (interacts with) LAMA4","FLI1","inhibition","LAMA4"
"345954","interacts with","1","-0.05421309","FLI1 (interacts with) CXCL12","false","interacts with","FLI1 (interacts with) CXCL12","FLI1","inhibition","CXCL12"
"345957","interacts with","1","-0.003298539","FLI1 (interacts with) MPHOSPH6","false","interacts with","FLI1 (interacts with) MPHOSPH6","FLI1","inhibition","MPHOSPH6"
"345960","interacts with","1","-0.7766396","FLI1 (interacts with) XG","false","interacts with","FLI1 (interacts with) XG","FLI1","inhibition","XG"
"345963","interacts with","1","0.977944","FLI1 (interacts with) MITD1","false","interacts with","FLI1 (interacts with) MITD1","FLI1","activation","MITD1"
"345966","interacts with","1","-0.0042493","FLI1 (interacts with) PIP4K2A","false","interacts with","FLI1 (interacts with) PIP4K2A","FLI1","inhibition","PIP4K2A"
"345969","interacts with","1","-0.2178359","FLI1 (interacts with) LANCL1","false","interacts with","FLI1 (interacts with) LANCL1","FLI1","inhibition","LANCL1"
"345972","interacts with","1","-0.4088605","FLI1 (interacts with) CHL1","false","interacts with","FLI1 (interacts with) CHL1","FLI1","inhibition","CHL1"
"345975","interacts with","1","-0.9146239","FLI1 (interacts with) GYPE","false","interacts with","FLI1 (interacts with) GYPE","FLI1","inhibition","GYPE"
"345978","interacts with","1","-0.007055339","FLI1 (interacts with) FUT6","false","interacts with","FLI1 (interacts with) FUT6","FLI1","inhibition","FUT6"
"345981","interacts with","1","0.6400059","FLI1 (interacts with) FLII","false","interacts with","FLI1 (interacts with) FLII","FLI1","activation","FLII"
"345984","interacts with","1","0.08822522","FLI1 (interacts with) FLOT2","false","interacts with","FLI1 (interacts with) FLOT2","FLI1","activation","FLOT2"
"345987","interacts with","1","0.1664742","FLI1 (interacts with) NOL9","false","interacts with","FLI1 (interacts with) NOL9","FLI1","activation","NOL9"
"345990","interacts with","1","0.1249978","FLI1 (interacts with) MYNN","false","interacts with","FLI1 (interacts with) MYNN","FLI1","activation","MYNN"
"345993","interacts with","1","-0.9978661","FLI1 (interacts with) RPL10A","false","interacts with","FLI1 (interacts with) RPL10A","FLI1","inhibition","RPL10A"
"345996","interacts with","1","0.8429969","FLI1 (interacts with) LYG2","false","interacts with","FLI1 (interacts with) LYG2","FLI1","activation","LYG2"
"345999","interacts with","1","-0.9787792","FLI1 (interacts with) FURIN","false","interacts with","FLI1 (interacts with) FURIN","FLI1","inhibition","FURIN"
"346002","interacts with","1","0.9131095","FLI1 (interacts with) TWF2","false","interacts with","FLI1 (interacts with) TWF2","FLI1","activation","TWF2"
"346005","interacts with","1","0.7980484","FLI1 (interacts with) SLC15A2","false","interacts with","FLI1 (interacts with) SLC15A2","FLI1","activation","SLC15A2"
"346008","interacts with","1","0.08692081","FLI1 (interacts with) SLC44A3","false","interacts with","FLI1 (interacts with) SLC44A3","FLI1","activation","SLC44A3"
"346011","interacts with","1","0.1142204","FLI1 (interacts with) PEX12","false","interacts with","FLI1 (interacts with) PEX12","FLI1","activation","PEX12"
"346014","interacts with","1","0.989993","FLI1 (interacts with) INPP5F","false","interacts with","FLI1 (interacts with) INPP5F","FLI1","activation","INPP5F"
"346017","interacts with","1","-0.9466908","FLI1 (interacts with) PNPT1","false","interacts with","FLI1 (interacts with) PNPT1","FLI1","inhibition","PNPT1"
"346020","interacts with","1","0.8883514","FOSB (interacts with) ZBTB49","false","interacts with","FOSB (interacts with) ZBTB49","FOSB","activation","ZBTB49"
"346023","interacts with","1","0.1195076","FOSL1 (interacts with) EBF1","false","interacts with","FOSL1 (interacts with) EBF1","FOSL1","activation","EBF1"
"346026","interacts with","1","-0.04472919","FOXC1 (interacts with) ZBTB3","false","interacts with","FOXC1 (interacts with) ZBTB3","FOXC1","inhibition","ZBTB3"
"346029","interacts with","1","0.07180269","FOXC1 (interacts with) CCDC80","false","interacts with","FOXC1 (interacts with) CCDC80","FOXC1","activation","CCDC80"
"346032","interacts with","1","-0.1104088","FOXC1 (interacts with) EML5","false","interacts with","FOXC1 (interacts with) EML5","FOXC1","inhibition","EML5"
"346035","interacts with","1","0.9941195","FOXC1 (interacts with) IRX3","false","interacts with","FOXC1 (interacts with) IRX3","FOXC1","activation","IRX3"
"346038","interacts with","1","0.5866345","FOXC1 (interacts with) MLF2","false","interacts with","FOXC1 (interacts with) MLF2","FOXC1","activation","MLF2"
"346041","interacts with","1","0.3538961","FOXC1 (interacts with) HSD17B6","false","interacts with","FOXC1 (interacts with) HSD17B6","FOXC1","activation","HSD17B6"
"346044","interacts with","1","-0.2424046","FOXC1 (interacts with) L3MBTL4","false","interacts with","FOXC1 (interacts with) L3MBTL4","FOXC1","inhibition","L3MBTL4"
"346047","interacts with","1","0.1870231","FOXC1 (interacts with) THOC6","false","interacts with","FOXC1 (interacts with) THOC6","FOXC1","activation","THOC6"
"346050","interacts with","1","0.9780043","FOXC1 (interacts with) HOXA11","false","interacts with","FOXC1 (interacts with) HOXA11","FOXC1","activation","HOXA11"
"346053","interacts with","1","0.1477199","FOXC1 (interacts with) MFSD11","false","interacts with","FOXC1 (interacts with) MFSD11","FOXC1","activation","MFSD11"
"346056","interacts with","1","0.7532578","FOXC1 (interacts with) MED13","false","interacts with","FOXC1 (interacts with) MED13","FOXC1","activation","MED13"
"346059","interacts with","1","0.0947726","FOXC1 (interacts with) CSGALNACT1","false","interacts with","FOXC1 (interacts with) CSGALNACT1","FOXC1","activation","CSGALNACT1"
"346062","interacts with","1","0.1902836","FOXC1 (interacts with) WDR45","false","interacts with","FOXC1 (interacts with) WDR45","FOXC1","activation","WDR45"
"346065","interacts with","1","0.6867877","FOXC1 (interacts with) ZNF207","false","interacts with","FOXC1 (interacts with) ZNF207","FOXC1","activation","ZNF207"
"346068","interacts with","1","0.3118425","FOXC1 (interacts with) SERPINB6","false","interacts with","FOXC1 (interacts with) SERPINB6","FOXC1","activation","SERPINB6"
"346071","interacts with","1","0.3366491","FOXC1 (interacts with) FSCN2","false","interacts with","FOXC1 (interacts with) FSCN2","FOXC1","activation","FSCN2"
"346074","interacts with","1","0.9566585","FOXC1 (interacts with) NFE2L1","false","interacts with","FOXC1 (interacts with) NFE2L1","FOXC1","activation","NFE2L1"
"346077","interacts with","1","0.9989404","FOXD1 (interacts with) MYO3B","false","interacts with","FOXD1 (interacts with) MYO3B","FOXD1","activation","MYO3B"
"346080","interacts with","1","0.9865142","FOXD1 (interacts with) TNFSF12","false","interacts with","FOXD1 (interacts with) TNFSF12","FOXD1","activation","TNFSF12"
"346083","interacts with","1","0.9606741","FOXD1 (interacts with) MAOB","false","interacts with","FOXD1 (interacts with) MAOB","FOXD1","activation","MAOB"
"346086","interacts with","1","-0.01424649","FOXD2 (interacts with) FLT1","false","interacts with","FOXD2 (interacts with) FLT1","FOXD2","inhibition","FLT1"
"346089","interacts with","1","0.1238249","FOXD2 (interacts with) LDB3","false","interacts with","FOXD2 (interacts with) LDB3","FOXD2","activation","LDB3"
"346092","interacts with","1","0.8001655","FOXD2 (interacts with) GALNS","false","interacts with","FOXD2 (interacts with) GALNS","FOXD2","activation","GALNS"
"346095","interacts with","1","0.1300856","FOXD2 (interacts with) ALDH1A2","false","interacts with","FOXD2 (interacts with) ALDH1A2","FOXD2","activation","ALDH1A2"
"346098","interacts with","1","0.6260054","FOXD4L1 (interacts with) TOMM40L","false","interacts with","FOXD4L1 (interacts with) TOMM40L","FOXD4L1","activation","TOMM40L"
"346101","interacts with","1","-0.977701","FOXD4L1 (interacts with) STK19","false","interacts with","FOXD4L1 (interacts with) STK19","FOXD4L1","inhibition","STK19"
"346104","interacts with","1","0.9002073","FOXD4L1 (interacts with) SMARCC1","false","interacts with","FOXD4L1 (interacts with) SMARCC1","FOXD4L1","activation","SMARCC1"
"346107","interacts with","1","0.718568","FOXD4L1 (interacts with) TRAM1","false","interacts with","FOXD4L1 (interacts with) TRAM1","FOXD4L1","activation","TRAM1"
"346110","interacts with","1","0.151812","FOXD4L1 (interacts with) CADM4","false","interacts with","FOXD4L1 (interacts with) CADM4","FOXD4L1","activation","CADM4"
"346113","interacts with","1","-0.003467028","FOXD4L1 (interacts with) LIN7B","false","interacts with","FOXD4L1 (interacts with) LIN7B","FOXD4L1","inhibition","LIN7B"
"346116","interacts with","1","0.862613","FOXD4L1 (interacts with) MBNL1","false","interacts with","FOXD4L1 (interacts with) MBNL1","FOXD4L1","activation","MBNL1"
"346119","interacts with","1","0.947335","FOXD4L1 (interacts with) MED24","false","interacts with","FOXD4L1 (interacts with) MED24","FOXD4L1","activation","MED24"
"346122","interacts with","1","-0.003085939","FOXD4L1 (interacts with) MECP2","false","interacts with","FOXD4L1 (interacts with) MECP2","FOXD4L1","inhibition","MECP2"
"346125","interacts with","1","-0.982533","FOXD4L1 (interacts with) TMEM144","false","interacts with","FOXD4L1 (interacts with) TMEM144","FOXD4L1","inhibition","TMEM144"
"346128","interacts with","1","0.956431","FOXD4L1 (interacts with) TRIM54","false","interacts with","FOXD4L1 (interacts with) TRIM54","FOXD4L1","activation","TRIM54"
"346131","interacts with","1","-0.1122188","FOXD4L1 (interacts with) TRIM14","false","interacts with","FOXD4L1 (interacts with) TRIM14","FOXD4L1","inhibition","TRIM14"
"346134","interacts with","1","0.1197915","FOXD4L1 (interacts with) NDUFA6","false","interacts with","FOXD4L1 (interacts with) NDUFA6","FOXD4L1","activation","NDUFA6"
"346137","interacts with","1","0.4089995","FOXD4L1 (interacts with) WDR62","false","interacts with","FOXD4L1 (interacts with) WDR62","FOXD4L1","activation","WDR62"
"346140","interacts with","1","0.7408393","FOXD4L1 (interacts with) WDR75","false","interacts with","FOXD4L1 (interacts with) WDR75","FOXD4L1","activation","WDR75"
"346143","interacts with","1","0.363575","FOXD4L1 (interacts with) EPX","false","interacts with","FOXD4L1 (interacts with) EPX","FOXD4L1","activation","EPX"
"346146","interacts with","1","0.7718315","FOXD4L1 (interacts with) PCDHGA12","false","interacts with","FOXD4L1 (interacts with) PCDHGA12","FOXD4L1","activation","PCDHGA12"
"346149","interacts with","1","0.9792365","FOXD4L1 (interacts with) ZNF585B","false","interacts with","FOXD4L1 (interacts with) ZNF585B","FOXD4L1","activation","ZNF585B"
"346152","interacts with","1","-0.7237857","FOXD4L1 (interacts with) CD3G","false","interacts with","FOXD4L1 (interacts with) CD3G","FOXD4L1","inhibition","CD3G"
"346155","interacts with","1","-0.01861175","FOXD4L1 (interacts with) CTSG","false","interacts with","FOXD4L1 (interacts with) CTSG","FOXD4L1","inhibition","CTSG"
"346158","interacts with","1","0.414722","FOXD4L1 (interacts with) BOP1","false","interacts with","FOXD4L1 (interacts with) BOP1","FOXD4L1","activation","BOP1"
"346161","interacts with","1","-0.01700629","FOXD4L1 (interacts with) KIF26A","false","interacts with","FOXD4L1 (interacts with) KIF26A","FOXD4L1","inhibition","KIF26A"
"346164","interacts with","1","0.6448223","FOXD4L1 (interacts with) FUT2","false","interacts with","FOXD4L1 (interacts with) FUT2","FOXD4L1","activation","FUT2"
"346167","interacts with","1","-0.003372441","FOXD4L1 (interacts with) PARVB","false","interacts with","FOXD4L1 (interacts with) PARVB","FOXD4L1","inhibition","PARVB"
"346170","interacts with","1","-0.2011981","FOXD4L1 (interacts with) GFRA2","false","interacts with","FOXD4L1 (interacts with) GFRA2","FOXD4L1","inhibition","GFRA2"
"346173","interacts with","1","0.3820084","FOXD4L1 (interacts with) SVIL","false","interacts with","FOXD4L1 (interacts with) SVIL","FOXD4L1","activation","SVIL"
"346176","interacts with","1","-0.0394439","FOXD4L1 (interacts with) SYNC","false","interacts with","FOXD4L1 (interacts with) SYNC","FOXD4L1","inhibition","SYNC"
"346179","interacts with","1","-0.1255657","FOXD4L1 (interacts with) PLCG1","false","interacts with","FOXD4L1 (interacts with) PLCG1","FOXD4L1","inhibition","PLCG1"
"346182","interacts with","1","0.7933333","FOXD4L1 (interacts with) HCFC1R1","false","interacts with","FOXD4L1 (interacts with) HCFC1R1","FOXD4L1","activation","HCFC1R1"
"346185","interacts with","1","0.1858112","FOXD4L1 (interacts with) EEF1A1","false","interacts with","FOXD4L1 (interacts with) EEF1A1","FOXD4L1","activation","EEF1A1"
"346188","interacts with","1","0.7408393","FOXD4L1 (interacts with) HDAC6","false","interacts with","FOXD4L1 (interacts with) HDAC6","FOXD4L1","activation","HDAC6"
"346191","interacts with","1","-0.04577478","FOXD4L1 (interacts with) IL23R","false","interacts with","FOXD4L1 (interacts with) IL23R","FOXD4L1","inhibition","IL23R"
"346194","interacts with","1","0.8307155","FOXH1 (interacts with) RELA","false","interacts with","FOXH1 (interacts with) RELA","FOXH1","activation","RELA"
"346197","interacts with","1","0.2858791","FOXI1 (interacts with) RBM39","false","interacts with","FOXI1 (interacts with) RBM39","FOXI1","activation","RBM39"
"346200","interacts with","1","0.09784141","FOXI1 (interacts with) PTK2","false","interacts with","FOXI1 (interacts with) PTK2","FOXI1","activation","PTK2"
"346203","interacts with","1","-0.007844515","FOXJ1 (interacts with) WFDC1","false","interacts with","FOXJ1 (interacts with) WFDC1","FOXJ1","inhibition","WFDC1"
"346206","interacts with","1","-0.09921307","FOXJ1 (interacts with) RPUSD2","false","interacts with","FOXJ1 (interacts with) RPUSD2","FOXJ1","inhibition","RPUSD2"
"346209","interacts with","1","-0.002012991","FOXJ1 (interacts with) GCDH","false","interacts with","FOXJ1 (interacts with) GCDH","FOXJ1","inhibition","GCDH"
"346212","interacts with","1","-0.3214275","FOXJ1 (interacts with) DHTKD1","false","interacts with","FOXJ1 (interacts with) DHTKD1","FOXJ1","inhibition","DHTKD1"
"346215","interacts with","1","0.1235331","FOXJ1 (interacts with) CCDC6","false","interacts with","FOXJ1 (interacts with) CCDC6","FOXJ1","activation","CCDC6"
"346218","interacts with","1","-0.1145149","FOXJ1 (interacts with) SERTAD2","false","interacts with","FOXJ1 (interacts with) SERTAD2","FOXJ1","inhibition","SERTAD2"
"346221","interacts with","1","0.1112503","FOXJ1 (interacts with) DDX41","false","interacts with","FOXJ1 (interacts with) DDX41","FOXJ1","activation","DDX41"
"346224","interacts with","1","0.3244148","FOXJ3 (interacts with) ZNF827","false","interacts with","FOXJ3 (interacts with) ZNF827","FOXJ3","activation","ZNF827"
"346227","interacts with","1","0.9994283","FOXJ3 (interacts with) TBC1D8","false","interacts with","FOXJ3 (interacts with) TBC1D8","FOXJ3","activation","TBC1D8"
"346230","interacts with","1","0.2183346","FOXJ3 (interacts with) SKAP1","false","interacts with","FOXJ3 (interacts with) SKAP1","FOXJ3","activation","SKAP1"
"346233","interacts with","1","0.9692119","FOXJ3 (interacts with) C18orf25","false","interacts with","FOXJ3 (interacts with) C18orf25","FOXJ3","activation","C18orf25"
"346236","interacts with","1","0.1566994","FOXJ3 (interacts with) ANAPC16","false","interacts with","FOXJ3 (interacts with) ANAPC16","FOXJ3","activation","ANAPC16"
"346239","interacts with","1","0.973812","FOXJ3 (interacts with) CYCS","false","interacts with","FOXJ3 (interacts with) CYCS","FOXJ3","activation","CYCS"
"346242","interacts with","1","-0.8737074","FOXJ3 (interacts with) G6PD","false","interacts with","FOXJ3 (interacts with) G6PD","FOXJ3","inhibition","G6PD"
"346245","interacts with","1","0.7542341","FOXJ3 (interacts with) IQCC","false","interacts with","FOXJ3 (interacts with) IQCC","FOXJ3","activation","IQCC"
"346248","interacts with","1","-0.1749871","FOXJ3 (interacts with) LYPLA2","false","interacts with","FOXJ3 (interacts with) LYPLA2","FOXJ3","inhibition","LYPLA2"
"346251","interacts with","1","0.1175363","FOXJ3 (interacts with) KAT5","false","interacts with","FOXJ3 (interacts with) KAT5","FOXJ3","activation","KAT5"
"346254","interacts with","1","-0.8992577","FOXJ3 (interacts with) MXD3","false","interacts with","FOXJ3 (interacts with) MXD3","FOXJ3","inhibition","MXD3"
"346257","interacts with","1","0.9935206","FOXJ3 (interacts with) SUOX","false","interacts with","FOXJ3 (interacts with) SUOX","FOXJ3","activation","SUOX"
"346260","interacts with","1","0.973812","FOXJ3 (interacts with) TMEM30A","false","interacts with","FOXJ3 (interacts with) TMEM30A","FOXJ3","activation","TMEM30A"
"346263","interacts with","1","0.9206781","FOXJ3 (interacts with) EIF4H","false","interacts with","FOXJ3 (interacts with) EIF4H","FOXJ3","activation","EIF4H"
"346266","interacts with","1","-0.7721272","FOXJ3 (interacts with) FOLR2","false","interacts with","FOXJ3 (interacts with) FOLR2","FOXJ3","inhibition","FOLR2"
"346269","interacts with","1","-0.9203097","FOXJ3 (interacts with) FOLR3","false","interacts with","FOXJ3 (interacts with) FOLR3","FOXJ3","inhibition","FOLR3"
"346272","interacts with","1","0.9836364","FOXJ3 (interacts with) PMPCB","false","interacts with","FOXJ3 (interacts with) PMPCB","FOXJ3","activation","PMPCB"
"346275","interacts with","1","0.9822124","FOXJ3 (interacts with) PSME3","false","interacts with","FOXJ3 (interacts with) PSME3","FOXJ3","activation","PSME3"
"346278","interacts with","1","0.8188773","FOXJ3 (interacts with) PSMB4","false","interacts with","FOXJ3 (interacts with) PSMB4","FOXJ3","activation","PSMB4"
"346281","interacts with","1","0.8708963","FOXJ3 (interacts with) GRAP2","false","interacts with","FOXJ3 (interacts with) GRAP2","FOXJ3","activation","GRAP2"
"346284","interacts with","1","-0.6736295","FOXK1 (interacts with) DYNC1I1","false","interacts with","FOXK1 (interacts with) DYNC1I1","FOXK1","inhibition","DYNC1I1"
"346287","interacts with","1","0.9918436","FOXK1 (interacts with) SENP6","false","interacts with","FOXK1 (interacts with) SENP6","FOXK1","activation","SENP6"
"346290","interacts with","1","-0.9283731","FOXK1 (interacts with) APBB2","false","interacts with","FOXK1 (interacts with) APBB2","FOXK1","inhibition","APBB2"
"346293","interacts with","1","0.9998435","FOXK1 (interacts with) STON2","false","interacts with","FOXK1 (interacts with) STON2","FOXK1","activation","STON2"
"346296","interacts with","1","0.9992042","FOXK1 (interacts with) BFAR","false","interacts with","FOXK1 (interacts with) BFAR","FOXK1","activation","BFAR"
"346299","interacts with","1","-0.02812794","FOXK1 (interacts with) RBM12B","false","interacts with","FOXK1 (interacts with) RBM12B","FOXK1","inhibition","RBM12B"
"346302","interacts with","1","-0.05396806","FOXK1 (interacts with) EREG","false","interacts with","FOXK1 (interacts with) EREG","FOXK1","inhibition","EREG"
"346305","interacts with","1","-0.07593325","FOXK1 (interacts with) GALE","false","interacts with","FOXK1 (interacts with) GALE","FOXK1","inhibition","GALE"
"346308","interacts with","1","0.9411947","FOXK1 (interacts with) H6PD","false","interacts with","FOXK1 (interacts with) H6PD","FOXK1","activation","H6PD"
"346311","interacts with","1","0.9891592","FOXK1 (interacts with) PAX8","false","interacts with","FOXK1 (interacts with) PAX8","FOXK1","activation","PAX8"
"346314","interacts with","1","-0.02881551","FOXK1 (interacts with) SIAE","false","interacts with","FOXK1 (interacts with) SIAE","FOXK1","inhibition","SIAE"
"346317","interacts with","1","-0.8129625","FOXK1 (interacts with) TMEM161A","false","interacts with","FOXK1 (interacts with) TMEM161A","FOXK1","inhibition","TMEM161A"
"346320","interacts with","1","0.2360185","FOXK1 (interacts with) CALN1","false","interacts with","FOXK1 (interacts with) CALN1","FOXK1","activation","CALN1"
"346323","interacts with","1","0.1267744","FOXM1 (interacts with) WASH5P","false","interacts with","FOXM1 (interacts with) WASH5P","FOXM1","activation","WASH5P"
"346326","interacts with","1","0.2270586","FOXM1 (interacts with) HTR3E","false","interacts with","FOXM1 (interacts with) HTR3E","FOXM1","activation","HTR3E"
"346329","interacts with","1","-0.9954545","FOXN2 (interacts with) HBBP1","false","interacts with","FOXN2 (interacts with) HBBP1","FOXN2","inhibition","HBBP1"
"346332","interacts with","1","0.3782935","FOXN2 (interacts with) LAMC1","false","interacts with","FOXN2 (interacts with) LAMC1","FOXN2","activation","LAMC1"
"346335","interacts with","1","0.6707781","FOXO1 (interacts with) CACNA1E","false","interacts with","FOXO1 (interacts with) CACNA1E","FOXO1","activation","CACNA1E"
"346338","interacts with","1","0.8398166","FOXO3 (interacts with) EBF1","false","interacts with","FOXO3 (interacts with) EBF1","FOXO3","activation","EBF1"
"346341","interacts with","1","0.9120393","FOXO3 (interacts with) FCRL5","false","interacts with","FOXO3 (interacts with) FCRL5","FOXO3","activation","FCRL5"
"346344","interacts with","1","0.1457072","FOXP3 (interacts with) ZNF419","false","interacts with","FOXP3 (interacts with) ZNF419","FOXP3","activation","ZNF419"
"346347","interacts with","1","0.1027294","FOXP3 (interacts with) CACNA1E","false","interacts with","FOXP3 (interacts with) CACNA1E","FOXP3","activation","CACNA1E"
"346350","interacts with","1","0.9133221","FOXP3 (interacts with) PECR","false","interacts with","FOXP3 (interacts with) PECR","FOXP3","activation","PECR"
"346353","interacts with","1","-0.478069","FOXP3 (interacts with) ABCB6","false","interacts with","FOXP3 (interacts with) ABCB6","FOXP3","inhibition","ABCB6"
"346356","interacts with","1","-0.0162527","GATA1 (interacts with) MACROD1","false","interacts with","GATA1 (interacts with) MACROD1","GATA1","inhibition","MACROD1"
"346359","interacts with","1","0.9999828","GATA1 (interacts with) PAQR9","false","interacts with","GATA1 (interacts with) PAQR9","GATA1","activation","PAQR9"
"346362","interacts with","1","-0.8299294","GATA1 (interacts with) PLCG2","false","interacts with","GATA1 (interacts with) PLCG2","GATA1","inhibition","PLCG2"
"346365","interacts with","1","0.6381924","GATA1 (interacts with) PTK2B","false","interacts with","GATA1 (interacts with) PTK2B","GATA1","activation","PTK2B"
"346368","interacts with","1","0.9586571","GATA1 (interacts with) GPNMB","false","interacts with","GATA1 (interacts with) GPNMB","GATA1","activation","GPNMB"
"346371","interacts with","1","-0.9991282","GATA1 (interacts with) HMGCR","false","interacts with","GATA1 (interacts with) HMGCR","GATA1","inhibition","HMGCR"
"346374","interacts with","1","-0.9996916","GATA1 (interacts with) XPNPEP1","false","interacts with","GATA1 (interacts with) XPNPEP1","GATA1","inhibition","XPNPEP1"
"346377","interacts with","1","-0.9466908","GATA1 (interacts with) SLC14A1","false","interacts with","GATA1 (interacts with) SLC14A1","GATA1","inhibition","SLC14A1"
"346380","interacts with","1","-0.004713282","GATA1 (interacts with) FAM107B","false","interacts with","GATA1 (interacts with) FAM107B","GATA1","inhibition","FAM107B"
"346383","interacts with","1","0.9996896","GATA1 (interacts with) STK11","false","interacts with","GATA1 (interacts with) STK11","GATA1","activation","STK11"
"346386","interacts with","1","0.9999915","GATA1 (interacts with) ACHE","false","interacts with","GATA1 (interacts with) ACHE","GATA1","activation","ACHE"
"346389","interacts with","1","0.9999553","GATA1 (interacts with) E2F2","false","interacts with","GATA1 (interacts with) E2F2","GATA1","activation","E2F2"
"346392","interacts with","1","0.9999868","GATA1 (interacts with) FECH","false","interacts with","GATA1 (interacts with) FECH","GATA1","activation","FECH"
